metric;value
model_type;RL
scenario_id;Crossing90
run_id;D_003_RL_run1
total_agents;607
evacuated_agents;607
evacuation_rate;1,0000
rset_100s;179,640
rset_95s;161,620
rset_90s;153,000
rset_50s;88,000
mean_speed_ms;1,1302
std_speed_ms;0,4184
max_speed_ms;2,3818
mean_exit_density_pm2;0,1357
peak_exit_density_pm2;0,3979
mean_global_density_pm2;0,0621
specific_flow_mean_pms;0,1484
specific_flow_peak_pms;0,4000
throughput_ps;3,3790
throughput_Exit_West_ps;1,5587
throughput_Exit_South_ps;1,8203
collisions_agent_agent;2010
collisions_agent_wall;35
mean_headway_m;0,6075
min_headway_m;0,3108
std_headway_m;0,2085
