metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_run8
total_agents;607
evacuated_agents;607
evacuation_rate;1,0000
rset_100s;184,760
rset_95s;166,520
rset_90s;156,140
rset_50s;93,360
mean_speed_ms;1,1088
std_speed_ms;0,3145
max_speed_ms;2,2235
mean_exit_density_pm2;0,1810
peak_exit_density_pm2;0,5173
mean_global_density_pm2;0,0794
specific_flow_mean_pms;0,2159
specific_flow_peak_pms;0,6240
throughput_ps;3,2853
throughput_Exit_West_ps;1,5155
throughput_Exit_South_ps;1,7699
collisions_agent_agent;28
collisions_agent_wall;33
mean_headway_m;0,5745
min_headway_m;0,3502
std_headway_m;0,1575
