metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_07
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;182,48
rset_95s;164,62
rset_90s;154,54
rset_50s;89,14
mean_speed_ms;1,1457
std_speed_ms;0,2975
max_speed_ms;2,3687
mean_exit_density_pm2;0,175
peak_exit_density_pm2;0,3979
mean_global_density_pm2;0,0783
specific_flow_mean_pms;0,2174
specific_flow_peak_pms;0,4918
throughput_ps;3,3264
throughput_Exit_West_ps;1,5289
throughput_Exit_South_ps;1,7975
collisions_agent_agent;235
collisions_agent_wall;92
mean_headway_m;0,5532
min_headway_m;0,3128
std_headway_m;0,1617
