metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_03
total_agents;606
rset_100s;147,75
rset_95s;133,9
rset_90s;121,3
rset_50s;66,19
mean_speed_ms;0,9702
std_speed_ms;0,4606
max_speed_ms;2,41
mean_exit_density_pm2;0,2648
peak_exit_density_pm2;0,756
mean_global_density_pm2;0,6634
specific_flow_mean_pms;0,2725
specific_flow_peak_pms;0,7915
throughput_ps;4,1015
throughput_Exit_South_ps;2,1929
throughput_Exit_West_ps;1,9086
collisions_agent_agent;236
collisions_agent_wall;1341
mean_headway_m;0,6396
min_headway_m;0,3451
std_headway_m;0,2332
