metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_13
total_agents;606
rset_100s;148,92
rset_95s;133,91
rset_90s;122,85
rset_50s;68,13
mean_speed_ms;0,9533
std_speed_ms;0,4709
max_speed_ms;2,2041
mean_exit_density_pm2;0,2722
peak_exit_density_pm2;0,6366
mean_global_density_pm2;0,6735
specific_flow_mean_pms;0,2914
specific_flow_peak_pms;0,7769
throughput_ps;4,0693
throughput_Exit_West_ps;1,9138
throughput_Exit_South_ps;2,1555
collisions_agent_agent;984
collisions_agent_wall;9115
mean_headway_m;0,6579
min_headway_m;0,2953
std_headway_m;0,2243
