time;evacuated_count
0,840;1
1,080;2
1,420;3
1,720;4
2,160;5
2,160;6
2,700;7
3,060;8
3,220;9
3,600;10
4,100;11
4,180;12
4,620;13
5,020;14
5,200;15
5,580;16
5,820;17
6,300;18
6,860;19
7,100;20
7,380;21
7,560;22
7,900;23
8,300;24
8,640;25
8,940;26
9,200;27
9,640;28
9,700;29
10,160;30
10,660;31
10,980;32
11,920;33
12,480;34
13,060;35
13,220;36
13,680;37
14,200;38
14,280;39
14,820;40
15,240;41
15,720;42
16,200;43
16,740;44
17,200;45
17,740;46
17,800;47
18,540;48
18,900;49
20,000;50
20,400;51
20,860;52
21,360;53
21,400;54
22,000;55
22,340;56
22,620;57
23,100;58
23,720;59
23,940;60
24,220;61
24,700;62
25,100;63
25,420;64
25,820;65
25,880;66
26,400;67
26,820;68
26,900;69
27,480;70
27,960;71
28,560;72
29,200;73
29,700;74
30,080;75
30,460;76
30,680;77
31,180;78
31,520;79
31,820;80
32,360;81
32,780;82
33,420;83
33,860;84
34,300;85
34,800;86
35,400;87
36,000;88
36,520;89
37,120;90
38,340;91
38,880;92
39,380;93
