time;evacuated_count
7,560;1
8,500;2
9,040;3
9,360;4
9,840;5
10,860;6
10,880;7
11,420;8
11,740;9
12,140;10
12,740;11
13,120;12
13,640;13
14,320;14
14,680;15
15,280;16
15,440;17
16,260;18
16,300;19
17,540;20
18,220;21
18,800;22
20,140;23
20,340;24
22,480;25
23,480;26
27,480;27
28,120;28
28,640;29
29,000;30
29,520;31
30,220;32
30,260;33
30,920;34
31,360;35
31,720;36
31,940;37
32,440;38
32,660;39
33,120;40
33,440;41
33,760;42
34,360;43
34,800;44
35,480;45
36,140;46
37,560;47
38,400;48
39,120;49
39,560;50
40,520;51
41,300;52
42,840;53
46,000;54
57,060;55
