  -5.9480357e-01   4.1026124e-01   1.0000000e+00
  -5.9371902e-01   4.1093765e-01   2.0000000e+00
  -5.9296356e-01   4.1227399e-01   3.0000000e+00
  -5.9186228e-01   4.1289630e-01   4.0000000e+00
  -5.9070049e-01   4.1400222e-01   5.0000000e+00
  -5.8903843e-01   4.1561635e-01   6.0000000e+00
  -5.8819837e-01   4.1604911e-01   7.0000000e+00
  -5.8670542e-01   4.1670067e-01   8.0000000e+00
  -5.8468683e-01   4.1753087e-01   9.0000000e+00
  -5.8377470e-01   4.1817968e-01   1.0000000e+01
  -5.8255472e-01   4.1919774e-01   1.1000000e+01
  -5.8094089e-01   4.2030373e-01   1.2000000e+01
  -5.7994099e-01   4.2064710e-01   1.3000000e+01
  -5.7826254e-01   4.2140053e-01   1.4000000e+01
  -5.7738350e-01   4.2238993e-01   1.5000000e+01
  -5.7616818e-01   4.2299152e-01   1.6000000e+01
  -5.7474012e-01   4.2392356e-01   1.7000000e+01
  -5.7350843e-01   4.2497321e-01   1.8000000e+01
  -5.7334425e-01   4.2529231e-01   1.9000000e+01
  -5.7203039e-01   4.2595662e-01   2.0000000e+01
  -5.7137893e-01   4.2665092e-01   2.1000000e+01
  -5.7109026e-01   4.2730144e-01   2.2000000e+01
  -5.7012290e-01   4.2756336e-01   2.3000000e+01
  -5.6935186e-01   4.2867478e-01   2.4000000e+01
  -5.6912947e-01   4.2912236e-01   2.5000000e+01
  -5.6896056e-01   4.2986331e-01   2.6000000e+01
  -5.6803145e-01   4.3039659e-01   2.7000000e+01
  -5.6798547e-01   4.3084879e-01   2.8000000e+01
  -5.6792736e-01   4.3097460e-01   2.9000000e+01
  -5.6828961e-01   4.3131010e-01   3.0000000e+01
  -5.6828102e-01   4.3132577e-01   3.1000000e+01
  -5.6872302e-01   4.3167524e-01   3.2000000e+01
  -5.6932912e-01   4.3214636e-01   3.3000000e+01
  -5.6937844e-01   4.3204154e-01   3.4000000e+01
  -5.6989504e-01   4.3218040e-01   3.5000000e+01
  -5.7105451e-01   4.3244465e-01   3.6000000e+01
  -5.7158384e-01   4.3267487e-01   3.7000000e+01
  -5.7233318e-01   4.3281533e-01   3.8000000e+01
  -5.7376390e-01   4.3327245e-01   3.9000000e+01
  -5.7411761e-01   4.3325768e-01   4.0000000e+01
  -5.7495742e-01   4.3341258e-01   4.1000000e+01
