agentId;time;posX;posZ;speed;localDensity
5;7,7200;4,2062;-0,4652;1,3478;0,0000
587;8,2200;2,0708;1,5772;0,7618;0,0000
581;8,2200;6,4218;-0,3144;1,0972;0,0000
571;8,2200;3,8610;0,8604;1,3765;0,0000
570;8,2200;6,4182;0,3160;1,1743;0,0000
559;8,2200;0,1390;3,7290;1,3998;0,0000
558;8,2200;5,2538;1,3434;1,1697;0,0000
555;8,2200;1,3210;2,5030;0,8620;0,0000
548;8,2200;3,7560;2,2742;1,4401;0,0000
517;8,2200;4,4722;1,9352;1,2866;0,0000
511;8,2200;0,7458;6,4722;1,3704;0,0000
489;8,2200;0,1074;5,1480;1,4272;0,0000
476;8,2200;0,8240;3,5218;1,1768;0,0000
456;8,2200;0,8102;0,7256;1,1517;0,0000
449;8,2200;-0,1438;6,0820;1,0913;0,0000
446;8,2200;0,2172;-0,2952;1,6529;0,0000
443;8,2200;-0,9506;2,1260;1,2712;0,0000
427;8,2200;-1,8042;-0,7216;1,8295;0,0000
419;8,2200;5,1144;2,5050;1,7568;0,0000
371;8,2200;-0,7396;0,7126;1,7364;0,0000
348;8,2200;-0,6068;-0,9530;1,2793;0,0000
330;8,2200;4,8782;-0,1760;1,2759;0,0000
311;8,2200;-0,5890;5,1564;1,2555;0,0000
290;8,2200;-0,9864;5,6782;1,3472;0,0000
260;8,2200;0,8738;-0,0390;1,0979;0,0000
245;8,2200;-1,1330;1,5684;2,0674;0,0000
231;8,2200;-2,3412;1,0206;2,0420;0,0000
200;8,2200;-1,3504;4,8832;1,6079;0,0000
168;8,2200;4,6482;0,5060;1,4001;0,0000
161;8,2200;5,6526;1,9162;1,3642;0,0000
152;8,2200;-0,1922;2,7142;1,1889;0,0000
151;8,2200;1,2768;1,1044;1,1441;0,0000
140;8,2200;1,1622;1,7708;1,5839;0,0000
128;8,2200;2,0640;0,2882;1,4340;0,0000
116;8,2200;1,4984;6,4686;1,4812;0,0000
109;8,2200;-0,1238;1,3576;1,5129;0,0000
107;8,2200;3,9148;1,4540;1,4635;0,0000
86;8,2200;-1,1684;3,5512;1,3519;0,0000
71;8,2200;0,8482;4,9994;1,8639;0,0000
64;8,2200;0,5756;2,2208;0,7464;0,0000
47;8,2200;-1,4218;0,3220;1,6707;0,0000
44;8,2200;-1,8142;2,0480;2,0180;0,0000
7;8,2200;5,3624;-0,5468;1,0916;0,0000
5;8,2200;3,5038;-0,3688;1,3807;0,0000
611;8,7400;0,0845;6,9797;0,6562;0,0398
587;8,7400;1,4880;1,3694;1,2509;0,0398
581;8,7400;5,7304;-0,2535;1,2801;0,0398
571;8,7400;3,1035;0,9546;0,8765;0,0398
570;8,7400;5,6803;0,2795;1,3441;0,0398
559;8,7400;0,1744;3,0390;1,2371;0,0398
558;8,7400;4,5417;1,3714;1,4284;0,0398
555;8,7400;1,2609;2,0720;0,8558;0,0398
548;8,7400;3,0353;2,1882;1,3652;0,0398
517;8,7400;3,8084;1,9026;1,2530;0,0398
511;8,7400;0,6326;5,6860;1,6070;0,0398
489;8,7400;0,0736;4,3407;1,4567;0,0398
476;8,7400;0,9250;2,9071;1,1364;0,0398
456;8,7400;0,2377;0,7062;1,0680;0,0398
449;8,7400;-0,2055;5,3275;1,2161;0,0398
446;8,7400;0,1387;-1,2832;1,7369;0,0398
443;8,7400;-0,8972;1,5611;1,1205;0,0398
427;8,7400;-2,7542;-0,6547;1,7742;0,0398
419;8,7400;4,4739;2,5327;1,3152;0,0398
412;8,7400;6,1631;1,0306;1,5400;0,0398
371;8,7400;-0,6134;-0,1188;2,3221;0,0398
348;8,7400;-0,4839;-1,6904;1,9224;0,0398
330;8,7400;4,2369;-0,1626;1,2689;0,0398
311;8,7400;-0,5214;4,4630;1,2346;0,0398
