time;agentId;exitId
0,9800;88;ExitZone
1,4200;25;ExitZone
1,7100;37;ExitZone
1,9500;42;ExitZone
2,1900;69;ExitZone
2,7100;86;ExitZone
3,2600;66;ExitZone
3,7600;34;ExitZone
4,1400;82;ExitZone
4,3000;71;ExitZone
4,8300;13;ExitZone
5,5300;54;ExitZone
5,8500;52;ExitZone
6,2000;81;ExitZone
6,6500;31;ExitZone
6,8100;76;ExitZone
7,0300;16;ExitZone
7,3700;18;ExitZone
7,7000;80;ExitZone
7,9800;8;ExitZone
8,3500;47;ExitZone
8,6100;15;ExitZone
9,5400;63;ExitZone
9,7300;30;ExitZone
9,9500;90;ExitZone
10,8000;72;ExitZone
11,1100;38;ExitZone
11,4500;2;ExitZone
11,7200;65;ExitZone
12,0000;11;ExitZone
12,2000;39;ExitZone
12,7000;9;ExitZone
13,4100;79;ExitZone
13,7000;92;ExitZone
14,3900;10;ExitZone
14,7000;77;ExitZone
14,9100;50;ExitZone
15,6900;64;ExitZone
16,0600;68;ExitZone
16,3000;91;ExitZone
16,6400;7;ExitZone
17,0400;17;ExitZone
17,3700;40;ExitZone
17,8500;61;ExitZone
18,5000;35;ExitZone
18,8300;46;ExitZone
19,1600;1;ExitZone
19,4100;19;ExitZone
19,7600;27;ExitZone
20,5800;83;ExitZone
21,5100;26;ExitZone
22,3200;85;ExitZone
22,8400;41;ExitZone
22,9800;87;ExitZone
23,3500;29;ExitZone
23,6700;84;ExitZone
24,1100;5;ExitZone
24,4100;59;ExitZone
24,7100;24;ExitZone
25,0300;6;ExitZone
25,2200;75;ExitZone
25,6500;32;ExitZone
26,1700;4;ExitZone
26,4700;20;ExitZone
27,3200;60;ExitZone
27,6500;36;ExitZone
27,8900;21;ExitZone
28,7000;49;ExitZone
29,0300;48;ExitZone
29,3600;28;ExitZone
29,8800;70;ExitZone
30,2600;44;ExitZone
30,7200;43;ExitZone
31,0300;56;ExitZone
31,3900;58;ExitZone
31,6200;67;ExitZone
32,2000;57;ExitZone
32,5400;22;ExitZone
32,8700;23;ExitZone
33,2200;12;ExitZone
33,3600;33;ExitZone
34,1300;53;ExitZone
34,6400;73;ExitZone
35,5500;78;ExitZone
35,8200;55;ExitZone
36,9100;51;ExitZone
37,7800;45;ExitZone
38,3700;14;ExitZone
38,9800;89;ExitZone
39,8300;3;ExitZone
40,8500;62;ExitZone
42,5900;93;ExitZone
42,9800;74;ExitZone
