time;grid_x;grid_z;density
2,020;-1;0;4,0000
2,020;0;-1;8,0000
2,020;-2;-1;6,0000
2,020;2;-1;1,0000
2,020;1;-1;6,0000
2,020;-1;-1;5,0000
2,020;-1;-2;1,0000
2,020;-3;-1;5,0000
2,020;-2;0;4,0000
2,020;1;0;3,0000
2,020;0;0;1,0000
2,020;-3;0;2,0000
2,020;0;1;2,0000
2,020;-3;1;1,0000
2,020;2;0;1,0000
2,020;2;1;3,0000
2,020;1;1;1,0000
2,020;-1;1;1,0000
4,040;-1;0;6,0000
4,040;-2;-1;6,0000
4,040;2;-1;6,0000
4,040;1;-1;7,0000
4,040;-1;-1;8,0000
4,040;0;-1;6,0000
4,040;-3;-1;4,0000
4,040;1;0;4,0000
4,040;-2;0;6,0000
4,040;0;0;5,0000
4,040;2;0;2,0000
4,040;0;1;2,0000
4,040;-3;0;4,0000
4,040;-3;1;1,0000
4,040;-2;1;2,0000
4,040;-1;1;1,0000
4,040;1;1;1,0000
6,060;-1;-1;8,0000
6,060;-2;-1;8,0000
6,060;1;-1;7,0000
6,060;0;-1;7,0000
6,060;-3;-1;5,0000
6,060;-4;-1;4,0000
6,060;0;0;5,0000
6,060;2;-1;6,0000
6,060;-2;0;5,0000
6,060;-3;0;3,0000
6,060;1;0;6,0000
6,060;3;-1;1,0000
6,060;2;0;1,0000
6,060;-1;0;3,0000
6,060;-2;1;1,0000
8,080;-2;-1;7,0000
8,080;1;-1;7,0000
8,080;0;-1;8,0000
8,080;-1;-1;6,0000
8,080;-3;-1;6,0000
8,080;2;-1;6,0000
8,080;-4;-1;4,0000
8,080;0;0;3,0000
8,080;-1;0;6,0000
8,080;-3;0;1,0000
8,080;-2;0;4,0000
8,080;1;0;4,0000
8,080;3;-1;2,0000
8,080;2;0;3,0000
8,080;-1;1;1,0000
10,100;-2;-1;7,0000
10,100;1;-1;7,0000
10,100;0;-1;5,0000
10,100;-1;-1;7,0000
10,100;-3;-1;6,0000
10,100;2;-1;7,0000
10,100;-4;-1;3,0000
10,100;0;0;4,0000
10,100;-1;0;6,0000
10,100;-3;0;1,0000
10,100;-2;0;5,0000
10,100;1;0;5,0000
10,100;3;-1;1,0000
10,100;2;0;1,0000
12,120;-2;-1;5,0000
12,120;1;-1;7,0000
12,120;0;-1;7,0000
12,120;-1;-1;6,0000
12,120;-3;-1;6,0000
12,120;2;-1;7,0000
12,120;-4;-1;2,0000
12,120;0;0;5,0000
12,120;3;-1;2,0000
12,120;-1;0;5,0000
12,120;-2;0;4,0000
12,120;2;0;2,0000
12,120;1;0;4,0000
12,120;-1;1;2,0000
12,120;-2;1;1,0000
14,140;-2;-1;7,0000
14,140;0;-1;6,0000
14,140;0;-2;1,0000
14,140;-1;-1;5,0000
14,140;1;-1;7,0000
14,140;-3;-1;7,0000
14,140;2;-1;6,0000
14,140;-4;-1;2,0000
14,140;0;0;5,0000
14,140;3;-1;3,0000
14,140;1;0;3,0000
14,140;-2;0;3,0000
14,140;2;0;1,0000
14,140;-1;0;5,0000
14,140;0;1;1,0000
16,160;-3;-1;7,0000
16,160;-2;-1;7,0000
16,160;0;-1;7,0000
16,160;2;-1;4,0000
16,160;1;-1;6,0000
16,160;-1;-1;8,0000
16,160;-4;-1;3,0000
16,160;-5;-1;1,0000
16,160;0;0;4,0000
16,160;-3;0;1,0000
16,160;3;-1;1,0000
16,160;1;0;2,0000
16,160;-2;0;3,0000
16,160;-1;0;3,0000
18,160;-2;-1;7,0000
18,160;-1;-1;5,0000
18,160;1;-1;8,0000
18,160;-3;-1;4,0000
18,160;3;-1;3,0000
18,160;0;-1;7,0000
18,160;-4;-1;2,0000
18,160;1;0;3,0000
18,160;2;-1;6,0000
18,160;2;0;1,0000
18,160;-1;0;3,0000
18,160;0;0;3,0000
18,160;-2;0;1,0000
20,180;-1;-1;7,0000
20,180;1;-1;8,0000
20,180;-2;-1;6,0000
20,180;3;-1;3,0000
20,180;0;-1;6,0000
20,180;-3;-1;2,0000
20,180;1;0;4,0000
20,180;2;-1;5,0000
20,180;2;0;1,0000
20,180;0;0;2,0000
20,180;-1;0;3,0000
20,180;-2;0;1,0000
22,180;-1;-1;7,0000
22,180;1;-1;8,0000
22,180;-3;-1;4,0000
