metric;value
model_type;RL
scenario_id;NarrowDoor
run_id;LC_001_RL_run_2
total_agents;93
evacuated_agents;93
evacuation_rate;1,0000
rset_100s;39,060
rset_95s;36,740
rset_90s;34,320
rset_50s;18,420
mean_speed_ms;0,3224
std_speed_ms;0,3052
max_speed_ms;1,8694
mean_exit_density_pm2;3,8634
peak_exit_density_pm2;7,6394
mean_global_density_pm2;0,5250
specific_flow_mean_pms;1,9075
specific_flow_peak_pms;5,1609
throughput_ps;2,3810
throughput_ExitZone_ps;2,3810
collisions_agent_agent;14362
collisions_agent_wall;984
mean_headway_m;0,3959
min_headway_m;0,3214
std_headway_m;0,0603
