  -2.4902151e+00   1.6598781e+00   8.2000000e+01
  -2.4804549e+00   1.6567217e+00   8.3000000e+01
  -2.4719182e+00   1.6538587e+00   8.4000000e+01
  -2.4636739e+00   1.6501058e+00   8.5000000e+01
  -2.4575136e+00   1.6480858e+00   8.6000000e+01
  -2.4514469e+00   1.6448645e+00   8.7000000e+01
  -2.4464143e+00   1.6419951e+00   8.8000000e+01
  -2.4421412e+00   1.6374331e+00   8.9000000e+01
  -2.4380225e+00   1.6341652e+00   9.0000000e+01
  -2.4336548e+00   1.6289984e+00   9.1000000e+01
  -2.4307672e+00   1.6241696e+00   9.2000000e+01
  -2.4269456e+00   1.6178211e+00   9.3000000e+01
  -2.4245855e+00   1.6136785e+00   9.4000000e+01
  -2.4215720e+00   1.6064861e+00   9.5000000e+01
  -2.4192473e+00   1.5999788e+00   9.6000000e+01
  -2.4157458e+00   1.5925011e+00   9.7000000e+01
  -2.4136751e+00   1.5846281e+00   9.8000000e+01
  -2.4111748e+00   1.5770066e+00   9.9000000e+01
  -2.4091636e+00   1.5678744e+00   1.0000000e+02
  -2.4072782e+00   1.5596744e+00   1.0100000e+02
  -2.4053973e+00   1.5511319e+00   1.0200000e+02
  -2.4042624e+00   1.5420594e+00   1.0300000e+02
  -2.4028337e+00   1.5329730e+00   1.0400000e+02
  -2.4012235e+00   1.5232932e+00   1.0500000e+02
  -2.3990932e+00   1.5140172e+00   1.0600000e+02
  -2.3970704e+00   1.5056421e+00   1.0700000e+02
  -2.3946519e+00   1.4967017e+00   1.0800000e+02
  -2.3924446e+00   1.4883543e+00   1.0900000e+02
  -2.3891231e+00   1.4801283e+00   1.1000000e+02
  -2.3859672e+00   1.4711993e+00   1.1100000e+02
  -2.3832046e+00   1.4631832e+00   1.1200000e+02
  -2.3796731e+00   1.4547042e+00   1.1300000e+02
  -2.3747638e+00   1.4465485e+00   1.1400000e+02
  -2.3689667e+00   1.4370584e+00   1.1500000e+02
  -2.3660386e+00   1.4303603e+00   1.1600000e+02
  -2.3599626e+00   1.4214424e+00   1.1700000e+02
  -2.3535974e+00   1.4127227e+00   1.1800000e+02
  -2.3469309e+00   1.4050417e+00   1.1900000e+02
  -2.3395313e+00   1.3962552e+00   1.2000000e+02
  -2.3319457e+00   1.3871211e+00   1.2100000e+02
  -2.3235491e+00   1.3792825e+00   1.2200000e+02
  -2.3153889e+00   1.3712660e+00   1.2300000e+02
  -2.3061145e+00   1.3632660e+00   1.2400000e+02
  -2.2966689e+00   1.3552826e+00   1.2500000e+02
  -2.2861428e+00   1.3478148e+00   1.2600000e+02
  -2.2752028e+00   1.3405877e+00   1.2700000e+02
  -2.2635055e+00   1.3331089e+00   1.2800000e+02
  -2.2517641e+00   1.3266793e+00   1.2900000e+02
  -2.2381063e+00   1.3191404e+00   1.3000000e+02
  -2.2259915e+00   1.3126505e+00   1.3100000e+02
  -2.2120112e+00   1.3067739e+00   1.3200000e+02
  -2.1975915e+00   1.2997472e+00   1.3300000e+02
  -2.1853148e+00   1.2931519e+00   1.3400000e+02
  -2.1727285e+00   1.2865731e+00   1.3500000e+02
  -2.1612806e+00   1.2796259e+00   1.3600000e+02
  -2.1517651e+00   1.2732134e+00   1.3700000e+02
