metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_25
total_agents;606
rset_100s;148,93
rset_95s;134,23
rset_90s;124,13
rset_50s;65,94
mean_speed_ms;0,8817
std_speed_ms;0,4276
max_speed_ms;2,4375
mean_exit_density_pm2;0,3208
peak_exit_density_pm2;0,756
mean_global_density_pm2;0,7157
specific_flow_mean_pms;0,2257
specific_flow_peak_pms;0,6932
throughput_ps;4,069
throughput_Exit_West_ps;2,2427
throughput_Exit_South_ps;1,8264
collisions_agent_agent;8
collisions_agent_wall;305
mean_headway_m;0,7262
min_headway_m;0,401
std_headway_m;0,1959
