time;agentIdA;agentIdB;type
16,7600;215;-1;Wall
16,7800;215;-1;Wall
22,4200;303;-1;Wall
22,4400;303;-1;Wall
30,7400;302;418;Agent
30,7600;302;418;Agent
32,0800;264;-1;Wall
32,1000;264;-1;Wall
32,1200;264;-1;Wall
44,8000;369;-1;Wall
44,8200;369;-1;Wall
44,8400;369;-1;Wall
76,5800;173;275;Agent
82,9000;30;132;Agent
82,9200;30;132;Agent
103,4000;146;496;Agent
103,4200;146;496;Agent
103,4400;146;496;Agent
103,4600;146;496;Agent
117,8400;468;-1;Wall
117,8600;468;-1;Wall
124,4400;111;209;Agent
124,4600;111;209;Agent
124,4800;111;209;Agent
124,5000;111;209;Agent
124,5200;111;209;Agent
128,7599;483;595;Agent
128,7800;483;595;Agent
128,8000;483;595;Agent
130,2800;186;221;Agent
131,2000;221;-1;Wall
131,2200;221;-1;Wall
136,3199;397;579;Agent
136,3400;397;579;Agent
152,7800;491;-1;Wall
152,7999;491;-1;Wall
152,8199;491;-1;Wall
152,8400;491;-1;Wall
152,8599;491;-1;Wall
152,8799;491;-1;Wall
152,8999;491;-1;Wall
152,9200;491;-1;Wall
