time;density;specific_flow
0,120;1,2732;0,1005
0,240;1,2732;0,4165
0,360;2,5465;1,4133
0,480;2,5465;1,9481
0,600;2,5465;2,5002
0,720;3,8197;4,0424
0,840;3,8197;4,4874
0,960;3,8197;3,6510
1,080;3,8197;4,0356
1,180;2,5465;2,2426
1,300;3,8197;4,0786
1,420;3,8197;3,3223
1,520;3,8197;2,6454
1,640;2,5465;1,8291
1,740;3,8197;2,8644
1,860;2,5465;2,0542
1,960;3,8197;2,7231
2,080;5,0930;4,1300
2,200;3,8197;2,5695
2,320;3,8197;2,4479
2,440;3,8197;2,0318
2,560;3,8197;2,5990
2,660;5,0930;2,2889
2,780;5,0930;2,3823
2,900;3,8197;1,6666
3,000;5,0930;2,7617
3,120;5,0930;3,0174
3,240;3,8197;1,7911
3,360;3,8197;2,0893
3,460;3,8197;2,7081
3,580;3,8197;2,5165
3,700;2,5465;0,3837
3,800;3,8197;0,7563
3,920;3,8197;1,0066
4,040;6,3662;2,0413
4,160;5,0930;1,5785
4,280;6,3662;2,3769
4,380;6,3662;2,1412
4,500;6,3662;2,0507
4,620;6,3662;1,2835
4,740;6,3662;1,2159
4,860;6,3662;1,4532
4,980;5,0930;0,4782
5,100;5,0930;0,8778
5,200;5,0930;1,3891
5,320;5,0930;2,0067
5,440;3,8197;0,8534
5,560;3,8197;1,2120
5,680;3,8197;1,7657
5,800;3,8197;2,2999
5,920;3,8197;2,6938
6,020;2,5465;0,9466
6,140;3,8197;1,3593
6,260;3,8197;1,7332
6,380;6,3662;2,8863
6,500;6,3662;2,3487
6,620;6,3662;0,9767
6,740;6,3662;1,2260
6,840;6,3662;1,4521
6,960;5,0930;0,7085
7,080;6,3662;1,3537
7,200;7,6394;2,3324
7,320;7,6394;2,5123
7,440;6,3662;1,7606
7,560;5,0930;1,2304
7,680;6,3662;2,4357
7,800;6,3662;3,4088
7,920;5,0930;2,4991
8,020;5,0930;2,5829
8,140;3,8197;2,0280
8,260;3,8197;2,1618
8,380;3,8197;1,6359
8,500;3,8197;1,6239
8,620;3,8197;1,7561
8,740;5,0930;2,9408
8,840;5,0930;3,4748
8,960;3,8197;1,5457
9,080;5,0930;2,3682
9,200;3,8197;1,7159
9,320;3,8197;2,3112
9,440;3,8197;2,9208
9,560;5,0930;2,8565
9,660;3,8197;1,9978
9,780;3,8197;2,1282
9,900;5,0930;2,2392
10,020;6,3662;2,2553
10,140;5,0930;2,3587
10,260;5,0930;1,4575
10,360;5,0930;2,0305
10,480;3,8197;1,6675
10,600;3,8197;2,3053
10,720;5,0930;3,3547
10,840;5,0930;2,9856
10,960;3,8197;0,8057
11,080;5,0930;1,6962
11,180;5,0930;2,4793
11,300;6,3662;2,7730
11,420;6,3662;3,1226
11,540;6,3662;2,5696
11,660;6,3662;2,7679
11,780;3,8197;0,9381
11,900;5,0930;2,0179
12,000;5,0930;2,6109
12,120;6,3662;3,6584
12,240;6,3662;4,1417
12,360;5,0930;2,3234
12,480;5,0930;3,0041
12,600;5,0930;2,5530
12,720;6,3662;2,3445
12,820;6,3662;2,3454
12,940;5,0930;1,3020
13,060;6,3662;2,0725
13,180;6,3662;2,2638
13,300;5,0930;1,5305
13,420;5,0930;2,1459
13,540;5,0930;1,7738
13,640;5,0930;2,0688
13,760;5,0930;2,1936
13,880;5,0930;2,3677
14,000;5,0930;1,0524
14,120;5,0930;1,3814
14,240;6,3662;2,2680
14,340;6,3662;2,6919
14,460;6,3662;1,9380
14,580;7,6394;2,9073
14,700;7,6394;3,2665
14,820;7,6394;2,7230
14,940;6,3662;2,0647
15,060;6,3662;2,4938
15,160;6,3662;2,1730
15,280;6,3662;2,7919
15,400;5,0930;1,7492
15,520;5,0930;1,9777
15,640;5,0930;2,6655
15,760;3,8197;1,5276
15,880;2,5465;0,8492
15,980;3,8197;1,4348
16,100;3,8197;1,7651
16,200;5,0930;2,5534
16,320;6,3662;2,4616
16,420;6,3662;2,2807
16,520;5,0930;1,2036
16,640;5,0930;1,7653
16,740;5,0930;2,0850
16,840;5,0930;2,1294
16,940;3,8197;1,2311
17,060;3,8197;1,6190
17,160;3,8197;1,7101
17,260;3,8197;2,3337
17,380;3,8197;2,7471
17,480;2,5465;1,6769
17,580;5,0930;3,1978
17,680;6,3662;3,1575
17,800;6,3662;3,0938
17,900;5,0930;1,5401
18,000;5,0930;2,1582
18,120;5,0930;2,4159
18,220;5,0930;2,9055
18,320;5,0930;2,6266
18,420;3,8197;0,9620
18,540;3,8197;1,4538
18,640;3,8197;1,9780
18,740;2,5465;1,4375
18,860;3,8197;2,1819
18,960;5,0930;2,7964
19,060;3,8197;1,9306
19,160;5,0930;1,9874
19,280;5,0930;2,3273
19,380;6,3662;3,3811
19,480;5,0930;2,0924
19,600;6,3662;2,8018
19,700;6,3662;2,8509
19,800;5,0930;1,2320
19,900;5,0930;1,0446
20,020;5,0930;0,9829
20,120;5,0930;1,4110
20,220;6,3662;2,0788
20,340;6,3662;2,5971
20,440;5,0930;1,7824
20,540;5,0930;2,0614
20,660;5,0930;2,5629
20,760;3,8197;1,3059
20,860;5,0930;2,3516
20,960;5,0930;3,1479
21,080;5,0930;3,2599
21,180;3,8197;1,5131
21,280;3,8197;1,7055
21,400;5,0930;2,8099
21,500;5,0930;3,0276
21,600;3,8197;1,6143
21,700;3,8197;2,0322
21,820;3,8197;2,4668
21,920;5,0930;3,0442
22,020;6,3662;3,5064
22,140;5,0930;1,7148
22,240;5,0930;2,2132
22,340;3,8197;2,3466
22,440;3,8197;2,4804
22,560;2,5465;0,5282
