metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_06
total_agents;606
rset_100s;149,65
rset_95s;134,72
rset_90s;123,17
rset_50s;67,25
mean_speed_ms;0,971
std_speed_ms;0,4596
max_speed_ms;2,1831
mean_exit_density_pm2;0,2541
peak_exit_density_pm2;0,6764
mean_global_density_pm2;0,6585
specific_flow_mean_pms;0,3069
specific_flow_peak_pms;0,8589
throughput_ps;4,0495
throughput_Exit_South_ps;2,0982
throughput_Exit_West_ps;1,9512
collisions_agent_agent;189
collisions_agent_wall;1347
mean_headway_m;0,635
min_headway_m;0,3341
std_headway_m;0,2214
