time;agentIdA;agentIdB;type
0,0000;1;-1;Wall
0,0200;1;-1;Wall
0,0400;1;-1;Wall
0,0600;1;-1;Wall
0,0800;1;-1;Wall
0,1000;1;-1;Wall
0,3400;9;-1;Wall
0,3600;9;-1;Wall
0,3800;9;-1;Wall
0,4000;9;-1;Wall
0,4200;9;-1;Wall
0,4400;9;-1;Wall
0,4600;9;-1;Wall
1,5200;7;-1;Wall
1,5400;7;-1;Wall
3,6600;49;-1;Wall
3,6800;49;-1;Wall
3,7000;49;-1;Wall
5,0200;57;-1;Wall
5,5000;56;-1;Wall
5,5200;56;-1;Wall
5,5400;56;-1;Wall
5,5600;56;-1;Wall
5,5800;56;-1;Wall
5,6000;56;-1;Wall
