time;grid_x;grid_z;density
4,580;6;1;1,0000
6,600;3;1;1,0000
6,600;2;0;1,0000
6,600;0;4;1,0000
6,600;5;1;2,0000
6,600;4;0;1,0000
6,600;0;5;1,0000
6,600;-1;5;1,0000
6,600;-1;6;1,0000
6,600;5;0;1,0000
6,600;0;6;1,0000
6,600;-1;7;1,0000
6,600;7;-1;1,0000
8,620;0;1;2,0000
8,620;0;0;2,0000
8,620;2;1;1,0000
8,620;1;0;1,0000
8,620;-1;2;1,0000
8,620;3;1;1,0000
8,620;-1;3;1,0000
8,620;2;0;1,0000
8,620;0;4;1,0000
8,620;-1;6;2,0000
8,620;4;0;1,0000
8,620;3;0;1,0000
8,620;0;5;1,0000
8,620;0;6;1,0000
8,620;4;1;1,0000
8,620;5;1;1,0000
8,620;5;-1;1,0000
8,620;5;0;1,0000
8,620;-1;7;1,0000
10,640;-1;0;3,0000
10,640;-2;-1;2,0000
10,640;0;-3;1,0000
10,640;0;1;2,0000
10,640;-1;-2;1,0000
10,640;0;0;1,0000
10,640;1;2;1,0000
10,640;0;4;2,0000
10,640;2;0;2,0000
10,640;1;0;1,0000
10,640;-1;2;1,0000
10,640;-2;4;1,0000
10,640;0;3;1,0000
10,640;1;1;1,0000
10,640;3;1;1,0000
10,640;3;-1;1,0000
10,640;-1;5;1,0000
10,640;4;-1;1,0000
10,640;0;6;1,0000
10,640;4;0;1,0000
10,640;4;1;1,0000
10,640;0;7;1,0000
10,640;5;1;1,0000
10,640;-2;6;1,0000
10,640;5;0;1,0000
12,660;-4;0;1,0000
12,660;-5;0;1,0000
12,660;-3;0;2,0000
12,660;-1;-3;1,0000
12,660;-1;1;2,0000
12,660;-2;-1;2,0000
12,660;1;1;2,0000
12,660;0;2;2,0000
12,660;-1;-1;1,0000
12,660;-2;0;1,0000
12,660;-2;1;1,0000
12,660;0;1;1,0000
12,660;-1;0;1,0000
12,660;0;-1;1,0000
12,660;0;0;1,0000
12,660;-1;2;1,0000
12,660;3;-1;1,0000
12,660;0;3;1,0000
12,660;1;0;1,0000
12,660;2;1;2,0000
12,660;0;4;1,0000
12,660;-2;3;1,0000
12,660;3;0;1,0000
12,660;4;0;1,0000
12,660;-1;5;1,0000
12,660;5;1;1,0000
12,660;6;1;1,0000
14,660;-5;1;1,0000
14,660;-4;1;1,0000
14,660;-1;-5;1,0000
14,660;-4;-1;1,0000
14,660;0;-1;1,0000
14,660;-1;0;1,0000
14,660;-3;-1;2,0000
14,660;-5;0;1,0000
14,660;-1;-1;2,0000
14,660;-1;-2;1,0000
14,660;-3;1;1,0000
14,660;-1;1;2,0000
14,660;-2;-1;1,0000
14,660;-3;0;1,0000
14,660;1;-1;1,0000
14,660;1;1;1,0000
14,660;0;1;2,0000
14,660;0;2;1,0000
14,660;0;0;1,0000
14,660;-2;0;1,0000
14,660;1;0;1,0000
14,660;2;0;1,0000
14,660;-1;3;1,0000
14,660;2;1;1,0000
14,660;3;1;1,0000
14,660;3;0;1,0000
14,660;-1;5;1,0000
14,660;-2;5;1,0000
14,660;-1;6;1,0000
14,660;5;0;1,0000
14,660;0;6;1,0000
14,660;5;1;1,0000
14,660;6;0;1,0000
16,680;0;-3;1,0000
16,680;-1;-2;1,0000
16,680;-5;0;1,0000
16,680;-3;-1;2,0000
16,680;-1;-4;1,0000
16,680;-4;0;1,0000
16,680;-3;0;1,0000
16,680;0;-1;2,0000
16,680;0;0;2,0000
16,680;-1;0;2,0000
16,680;-2;-1;1,0000
16,680;-3;1;1,0000
16,680;-2;0;1,0000
16,680;-2;-3;1,0000
16,680;-1;1;1,0000
16,680;-1;2;1,0000
16,680;0;1;1,0000
16,680;1;0;1,0000
16,680;0;2;1,0000
16,680;-2;2;1,0000
16,680;-1;3;1,0000
16,680;2;0;1,0000
16,680;0;3;1,0000
16,680;3;1;1,0000
16,680;4;0;1,0000
16,680;-1;6;2,0000
16,680;4;1;1,0000
16,680;5;0;1,0000
16,680;5;1;1,0000
16,680;0;6;1,0000
18,700;0;-4;1,0000
18,700;-1;-4;1,0000
18,700;-3;-1;2,0000
18,700;-3;0;1,0000
18,700;-2;-2;1,0000
18,700;-1;-2;2,0000
18,700;-4;-1;1,0000
18,700;-5;1;1,0000
18,700;0;-1;1,0000
18,700;-4;1;1,0000
18,700;0;-2;1,0000
18,700;-1;-1;1,0000
18,700;-4;2;1,0000
18,700;-3;1;1,0000
18,700;-2;0;2,0000
18,700;0;0;1,0000
18,700;-1;0;2,0000
18,700;0;1;1,0000
18,700;1;1;2,0000
18,700;1;0;1,0000
18,700;-1;4;2,0000
18,700;2;0;1,0000
18,700;3;1;1,0000
18,700;-1;3;1,0000
18,700;1;4;1,0000
18,700;0;4;1,0000
18,700;4;1;1,0000
18,700;5;1;1,0000
18,700;-1;5;1,0000
18,700;5;0;1,0000
18,700;-1;7;1,0000
18,700;6;-1;1,0000
18,700;0;7;1,0000
18,700;6;0;1,0000
20,700;-3;-1;2,0000
20,700;-2;-2;2,0000
20,700;-1;-4;1,0000
20,700;0;-3;2,0000
20,700;-5;0;1,0000
20,700;-2;-3;1,0000
20,700;-1;-2;2,0000
20,700;-5;1;1,0000
20,700;0;-2;1,0000
20,700;-4;0;1,0000
20,700;-1;1;1,0000
20,700;-1;0;2,0000
20,700;-2;1;1,0000
20,700;0;0;1,0000
20,700;0;1;2,0000
20,700;-2;0;1,0000
20,700;1;1;1,0000
20,700;-1;2;1,0000
20,700;2;1;2,0000
20,700;-1;3;1,0000
20,700;3;0;2,0000
20,700;-1;4;1,0000
20,700;3;-1;1,0000
20,700;0;4;1,0000
20,700;3;1;1,0000
20,700;-2;4;1,0000
20,700;-1;5;1,0000
20,700;-2;5;1,0000
20,700;4;0;1,0000
20,700;0;7;1,0000
20,700;0;6;1,0000
20,700;6;0;1,0000
20,700;6;1;1,0000
22,720;-1;-3;1,0000
22,720;-3;-1;2,0000
22,720;-2;-2;1,0000
22,720;-2;-3;1,0000
22,720;-1;-5;1,0000
22,720;0;-5;1,0000
22,720;-1;-4;1,0000
22,720;0;-4;1,0000
22,720;-2;1;2,0000
22,720;-2;-1;1,0000
22,720;-3;0;1,0000
22,720;-2;0;1,0000
22,720;-1;-1;2,0000
22,720;-4;0;1,0000
22,720;0;0;3,0000
22,720;-1;0;1,0000
22,720;0;1;1,0000
22,720;-1;1;1,0000
22,720;-1;2;2,0000
22,720;1;-1;1,0000
22,720;0;2;2,0000
22,720;1;0;2,0000
22,720;-1;3;1,0000
22,720;0;5;1,0000
22,720;0;4;1,0000
22,720;3;0;1,0000
22,720;3;1;1,0000
22,720;5;0;1,0000
22,720;4;1;1,0000
22,720;-1;6;1,0000
22,720;0;7;1,0000
24,720;-3;-1;1,0000
24,720;-2;-2;2,0000
24,720;-2;-3;1,0000
24,720;-4;1;1,0000
24,720;-3;0;1,0000
24,720;-4;0;2,0000
24,720;-4;-1;1,0000
