time;grid_x;grid_z;density
2,020;-16;2;1,0000
2,020;-18;1;1,0000
2,020;-19;6;1,0000
2,020;-17;4;1,0000
2,020;-17;6;1,0000
2,020;-12;2;1,0000
2,020;-14;5;1,0000
2,020;-14;6;1,0000
2,020;-12;3;1,0000
2,020;-14;4;1,0000
2,020;-12;1;1,0000
2,020;-5;4;1,0000
2,020;-6;5;1,0000
2,020;-6;3;1,0000
2,020;-5;0;1,0000
2,020;-6;2;1,0000
2,020;-6;0;1,0000
2,020;1;0;1,0000
2,020;-1;5;1,0000
2,020;3;1;1,0000
2,020;1;1;2,0000
2,020;1;-1;1,0000
2,020;8;3;1,0000
2,020;8;1;2,0000
2,020;8;4;1,0000
2,020;7;6;1,0000
2,020;8;0;1,0000
2,020;12;4;1,0000
2,020;16;6;1,0000
2,020;14;1;2,0000
2,020;13;5;1,0000
2,020;19;1;1,0000
2,020;-16;-7;1,0000
2,020;-16;-6;1,0000
2,020;-18;-3;1,0000
2,020;-17;-7;1,0000
2,020;-17;0;1,0000
2,020;-12;-2;1,0000
2,020;-11;-6;1,0000
2,020;-10;-5;1,0000
2,020;-13;-7;1,0000
2,020;-11;-2;1,0000
2,020;-2;-6;2,0000
2,020;-4;-7;1,0000
2,020;-3;-6;1,0000
2,020;-5;-8;1,0000
2,020;0;-6;1,0000
2,020;0;-5;1,0000
2,020;2;-4;1,0000
2,020;-1;-6;1,0000
2,020;8;-1;1,0000
2,020;7;-2;1,0000
2,020;7;-4;3,0000
2,020;6;-6;1,0000
2,020;16;-6;1,0000
2,020;12;-7;1,0000
2,020;16;-8;2,0000
2,020;15;-4;1,0000
2,020;13;-9;1,0000
2,020;12;-6;1,0000
4,040;-18;0;1,0000
4,040;-17;0;1,0000
4,040;-19;2;1,0000
4,040;-18;1;1,0000
4,040;-18;4;1,0000
4,040;-11;0;1,0000
4,040;-13;2;1,0000
4,040;-14;2;1,0000
4,040;-12;0;1,0000
4,040;-12;1;1,0000
4,040;-11;-1;1,0000
4,040;-6;2;1,0000
4,040;-6;3;1,0000
4,040;-6;0;1,0000
4,040;-3;-1;2,0000
4,040;-5;0;1,0000
4,040;3;0;1,0000
4,040;-1;2;1,0000
4,040;3;2;1,0000
4,040;1;0;1,0000
4,040;5;-1;1,0000
4,040;2;-1;1,0000
4,040;8;0;2,0000
4,040;8;1;1,0000
4,040;8;3;1,0000
4,040;12;-1;1,0000
4,040;9;0;1,0000
4,040;13;2;1,0000
4,040;15;2;1,0000
4,040;16;0;1,0000
4,040;15;0;1,0000
4,040;12;4;1,0000
4,040;-16;-3;1,0000
4,040;-17;-3;2,0000
4,040;-16;-1;1,0000
4,040;-13;0;1,0000
