time;density;specific_flow
0,120;1,2732;0,1085
0,240;2,5465;1,6151
0,360;2,5465;2,9815
0,480;2,5465;3,9718
0,600;5,0930;7,8445
0,720;5,0930;7,0259
0,840;5,0930;5,4989
0,960;6,3662;7,0233
1,080;5,0930;5,5727
1,180;3,8197;2,8670
1,300;3,8197;2,6918
1,420;3,8197;2,6172
1,520;3,8197;2,2439
1,640;5,0930;3,9745
1,740;3,8197;2,4639
1,860;3,8197;3,6272
1,960;5,0930;5,0649
2,080;3,8197;1,4631
2,200;3,8197;0,7390
2,320;3,8197;0,5337
2,440;3,8197;1,5950
2,560;3,8197;2,0951
2,660;5,0930;3,7703
2,780;5,0930;4,7887
2,900;6,3662;3,4429
3,000;5,0930;1,1778
3,120;6,3662;1,5851
3,240;7,6394;3,0177
3,360;7,6394;4,5348
3,460;7,6394;4,4633
3,580;6,3662;1,5533
3,700;6,3662;2,1942
3,800;6,3662;3,8474
3,920;5,0930;0,9957
4,040;5,0930;0,9615
4,160;5,0930;1,7793
4,280;5,0930;1,9518
4,380;6,3662;3,2512
4,500;5,0930;2,1140
4,620;5,0930;1,5652
4,740;5,0930;1,5810
4,860;5,0930;1,8554
4,980;7,6394;3,4254
5,100;6,3662;3,0910
5,200;7,6394;5,7753
5,320;3,8197;2,3083
5,440;3,8197;2,6535
5,560;5,0930;4,8326
5,680;5,0930;4,0915
5,800;5,0930;3,9647
5,920;5,0930;2,1319
6,020;5,0930;3,9671
6,140;5,0930;5,8270
6,260;6,3662;6,6738
6,380;6,3662;4,8796
6,500;6,3662;3,2858
6,620;6,3662;3,4773
6,740;5,0930;3,3624
6,840;5,0930;4,8259
6,960;5,0930;3,4475
7,080;6,3662;3,6446
7,200;5,0930;1,3524
7,320;5,0930;1,2889
7,440;3,8197;0,5907
7,560;3,8197;0,9338
7,680;3,8197;1,6894
7,800;5,0930;3,4140
7,920;6,3662;4,1391
8,020;6,3662;4,7606
8,140;5,0930;2,5859
8,260;5,0930;2,3951
8,380;5,0930;3,2778
8,500;3,8197;1,7158
8,620;3,8197;2,5854
8,740;5,0930;3,9267
8,840;5,0930;4,1864
8,960;3,8197;3,2297
9,080;5,0930;4,6527
9,200;6,3662;4,7135
9,320;6,3662;6,0161
9,440;3,8197;1,9154
9,560;3,8197;4,0783
9,660;3,8197;2,3962
9,780;6,3662;4,8147
9,900;5,0930;3,3971
10,020;6,3662;3,6339
10,140;6,3662;4,2904
10,260;5,0930;2,3714
10,360;5,0930;2,8763
10,480;6,3662;3,8494
10,600;6,3662;3,6145
10,720;5,0930;2,7205
10,840;3,8197;1,9568
10,960;5,0930;3,0994
11,080;6,3662;4,1481
11,180;6,3662;3,8796
11,300;5,0930;3,0893
11,420;6,3662;5,2247
11,540;6,3662;4,4951
11,660;5,0930;2,3033
11,780;5,0930;3,9726
11,900;6,3662;3,6662
12,000;5,0930;1,4137
12,120;5,0930;1,8582
12,240;5,0930;2,3886
12,360;5,0930;2,8327
12,480;5,0930;2,8992
12,600;5,0930;2,6367
12,720;5,0930;1,1956
12,820;5,0930;1,5075
12,940;5,0930;3,5764
13,060;3,8197;2,1103
13,180;6,3662;3,2527
13,300;7,6394;5,1514
13,420;5,0930;2,5675
13,540;5,0930;1,7953
13,640;7,6394;2,5818
13,760;7,6394;3,3013
13,880;6,3662;3,0043
14,000;6,3662;4,7482
14,120;5,0930;3,2252
14,240;5,0930;3,7591
14,340;5,0930;4,2703
14,460;3,8197;2,2395
14,580;3,8197;2,9377
14,700;3,8197;2,3005
14,820;3,8197;2,3839
14,940;5,0930;3,1471
15,060;5,0930;3,8816
15,160;5,0930;5,1184
15,280;5,0930;4,2941
15,400;6,3662;4,1642
15,520;6,3662;4,4040
15,640;5,0930;2,6892
15,760;6,3662;1,7815
15,880;6,3662;0,9164
15,980;5,0930;1,0593
16,100;5,0930;1,7282
16,200;5,0930;1,9900
16,320;6,3662;3,3933
16,420;5,0930;2,3675
16,520;6,3662;3,6172
16,640;6,3662;4,0888
16,740;6,3662;4,5116
16,840;6,3662;3,6970
16,940;5,0930;2,0384
17,060;5,0930;1,8891
17,160;6,3662;1,5082
17,260;5,0930;0,9599
17,380;6,3662;1,2261
17,480;6,3662;1,6992
17,580;6,3662;2,9884
17,680;6,3662;3,4098
17,800;5,0930;2,8006
17,900;6,3662;3,2715
18,000;6,3662;3,6582
18,120;6,3662;2,6932
18,220;6,3662;2,5238
18,320;6,3662;2,3737
18,420;6,3662;2,5665
18,540;6,3662;3,4470
18,640;5,0930;2,7153
18,740;6,3662;4,2016
18,860;6,3662;3,7442
18,960;6,3662;2,7919
19,060;6,3662;0,9760
19,160;6,3662;1,7974
19,280;5,0930;2,3070
19,380;6,3662;4,3477
19,480;6,3662;3,5308
19,600;5,0930;3,2803
19,700;5,0930;5,0362
19,800;3,8197;2,4639
19,900;3,8197;3,0541
20,020;2,5465;0,8041
20,120;3,8197;2,4768
20,220;3,8197;2,7135
20,340;3,8197;2,2052
20,440;5,0930;2,3012
20,540;5,0930;3,1773
20,660;3,8197;1,6049
20,760;3,8197;2,6153
20,860;3,8197;1,8781
20,960;6,3662;3,2446
21,080;6,3662;3,6766
21,180;5,0930;1,9454
21,280;5,0930;2,8346
21,400;5,0930;3,0176
21,500;5,0930;3,5577
21,600;5,0930;2,7399
21,700;3,8197;2,0735
21,820;5,0930;3,0938
21,920;6,3662;5,3039
22,020;5,0930;2,9689
22,140;6,3662;3,5736
22,240;6,3662;3,0801
22,340;6,3662;1,9367
22,440;5,0930;1,7719
22,560;5,0930;1,6475
22,660;6,3662;3,5046
22,760;6,3662;4,2385
22,880;5,0930;2,5088
22,980;5,0930;2,1050
23,080;5,0930;1,8573
23,180;5,0930;2,1663
23,300;3,8197;0,8120
23,400;3,8197;1,3358
23,500;3,8197;2,0577
23,620;3,8197;3,3146
23,720;3,8197;3,2931
23,820;5,0930;3,5161
23,920;6,3662;2,2914
24,040;6,3662;3,7067
24,140;5,0930;3,8941
24,240;3,8197;1,7923
24,360;3,8197;1,1096
24,460;3,8197;0,7271
24,560;3,8197;1,0427
24,680;3,8197;1,6623
24,780;3,8197;2,4895
24,880;3,8197;1,8522
24,980;5,0930;2,5905
25,100;6,3662;2,6947
25,200;6,3662;2,6893
25,300;5,0930;1,5211
25,420;5,0930;2,5063
25,520;5,0930;3,4181
25,620;3,8197;1,8941
25,720;5,0930;2,9658
25,840;5,0930;2,7772
25,940;5,0930;3,1827
26,040;5,0930;1,7600
26,160;5,0930;2,3798
26,260;5,0930;2,5427
26,360;5,0930;1,7269
26,460;5,0930;2,4195
26,580;5,0930;2,4237
26,680;5,0930;2,8070
26,780;6,3662;2,2818
26,900;6,3662;2,1264
27,000;6,3662;1,1423
27,100;6,3662;2,1977
27,200;6,3662;3,0913
27,320;3,8197;1,1970
27,420;5,0930;2,5140
27,520;5,0930;3,2700
27,640;3,8197;1,9563
27,740;3,8197;1,5642
27,840;3,8197;0,7973
27,940;3,8197;1,2925
28,060;3,8197;1,9587
28,160;5,0930;2,6304
28,260;5,0930;2,9227
28,380;6,3662;3,2895
28,480;6,3662;2,4439
28,580;5,0930;1,6875
28,680;5,0930;2,2845
28,800;3,8197;0,9349
28,900;3,8197;1,5129
29,000;3,8197;2,3743
29,120;3,8197;2,9769
29,220;3,8197;3,1124
29,320;2,5465;0,7798
