time;evacuated_count
0,760;1
1,100;2
1,480;3
1,720;4
2,000;5
2,640;6
2,980;7
3,480;8
4,420;9
5,060;10
5,300;11
5,600;12
5,800;13
6,140;14
6,300;15
6,620;16
6,940;17
7,100;18
7,800;19
8,060;20
8,400;21
8,880;22
9,020;23
9,160;24
9,420;25
9,820;26
10,180;27
10,660;28
10,780;29
11,240;30
11,560;31
11,560;32
11,900;33
12,540;34
13,020;35
13,300;36
13,840;37
14,020;38
14,360;39
14,620;40
15,120;41
15,240;42
15,580;43
16,340;44
16,900;45
17,680;46
18,000;47
18,540;48
18,860;49
19,440;50
19,560;51
19,740;52
20,000;53
20,600;54
20,820;55
21,160;56
21,580;57
21,960;58
22,400;59
22,760;60
23,200;61
23,640;62
24,140;63
24,840;64
25,260;65
25,560;66
25,980;67
26,480;68
27,200;69
27,580;70
28,540;71
28,780;72
29,240;73
29,700;74
30,320;75
30,900;76
31,540;77
31,920;78
33,200;79
33,720;80
34,420;81
36,300;82
36,880;83
37,420;84
39,120;85
40,080;86
41,160;87
41,860;88
42,660;89
44,200;90
45,440;91
47,880;92
50,100;93
