SFMvsRL_RMSE;SFMvsGhost_RMSE;RLvsGhost_RMSE;SFM_final_mean;SFM_final_sd;SFM_half_mean;RL_final_mean;RL_final_sd;RL_half_mean;SFMvsRL_curve_RMSE;SFMvsGhost_curve_RMSE;RLvsGhost_curve_RMSE
0,2196;0,0873;0,1745;607;0;530,7006;607;0;540,0546;6,0966;1,8072;5,9416
