metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_13
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;183,84
rset_95s;165,2
rset_90s;155,5
rset_50s;91,52
mean_speed_ms;1,1333
std_speed_ms;0,3122
max_speed_ms;2,171
mean_exit_density_pm2;0,1726
peak_exit_density_pm2;0,4377
mean_global_density_pm2;0,0752
specific_flow_mean_pms;0,2083
specific_flow_peak_pms;0,5392
throughput_ps;3,3018
throughput_Exit_South_ps;1,7842
throughput_Exit_West_ps;1,5176
collisions_agent_agent;83
collisions_agent_wall;150
mean_headway_m;0,6021
min_headway_m;0,3449
std_headway_m;0,1601
