time;agentIdA;agentIdB;type
10,6000;94;258;Agent
10,6200;94;258;Agent
10,6400;94;258;Agent
16,7000;303;-1;Wall
16,7200;303;-1;Wall
16,7400;303;-1;Wall
16,7600;303;-1;Wall
18,4000;95;220;Agent
18,4200;95;220;Agent
22,9200;256;290;Agent
22,9400;256;290;Agent
22,9600;256;290;Agent
23,6400;16;194;Agent
23,6600;16;194;Agent
24,3000;256;-1;Wall
24,3200;256;-1;Wall
24,3400;256;-1;Wall
24,3600;256;-1;Wall
24,3800;256;-1;Wall
26,9600;413;613;Agent
26,9800;413;613;Agent
27,0000;413;613;Agent
28,6800;16;-1;Wall
28,7000;16;-1;Wall
28,7200;16;-1;Wall
28,7400;16;-1;Wall
28,7600;16;-1;Wall
28,8000;16;256;Agent
28,8200;16;256;Agent
28,9400;16;-1;Wall
28,9600;16;-1;Wall
28,9800;16;-1;Wall
29,0000;16;-1;Wall
36,2800;443;-1;Wall
36,3000;443;-1;Wall
36,3200;443;-1;Wall
37,4800;306;548;Agent
37,5000;306;548;Agent
37,5200;306;548;Agent
38,6800;113;-1;Wall
38,7000;113;-1;Wall
38,7200;113;-1;Wall
46,4800;556;-1;Wall
46,6800;413;-1;Wall
46,7000;413;-1;Wall
46,7200;413;-1;Wall
46,7400;413;-1;Wall
46,7600;413;-1;Wall
47,0400;413;-1;Wall
47,0600;413;-1;Wall
47,0800;413;-1;Wall
49,8000;17;-1;Wall
49,8200;17;-1;Wall
49,8400;17;-1;Wall
49,8600;17;-1;Wall
60,0400;339;482;Agent
60,0600;339;482;Agent
60,0800;339;482;Agent
60,1600;517;-1;Wall
60,1800;517;-1;Wall
60,2000;517;-1;Wall
60,2200;517;-1;Wall
61,5000;517;-1;Wall
61,5200;517;-1;Wall
61,5400;517;-1;Wall
61,5600;517;-1;Wall
66,9600;213;301;Agent
66,9800;213;301;Agent
67,0000;213;301;Agent
67,0200;213;301;Agent
67,0400;213;301;Agent
67,0600;213;301;Agent
67,0800;213;301;Agent
67,4600;57;-1;Wall
67,4800;57;-1;Wall
67,5000;57;-1;Wall
67,5200;57;-1;Wall
78,0800;515;-1;Wall
78,1000;515;-1;Wall
78,1200;515;-1;Wall
78,1400;515;-1;Wall
78,9400;515;-1;Wall
78,9600;515;-1;Wall
78,9800;515;-1;Wall
79,0000;515;-1;Wall
81,6200;143;-1;Wall
81,6400;143;-1;Wall
81,6600;143;-1;Wall
85,7800;145;171;Agent
85,8000;145;171;Agent
87,2800;143;-1;Wall
87,3000;143;-1;Wall
87,3200;143;-1;Wall
87,3400;143;-1;Wall
87,3600;143;-1;Wall
87,5600;143;-1;Wall
87,5800;143;-1;Wall
87,6000;143;-1;Wall
87,6200;143;-1;Wall
87,6400;143;-1;Wall
88,1000;63;-1;Wall
88,1200;63;-1;Wall
88,1400;63;-1;Wall
88,1600;63;-1;Wall
92,1600;313;470;Agent
92,1800;313;470;Agent
92,2000;313;470;Agent
92,2200;313;470;Agent
92,2400;313;470;Agent
92,2600;313;470;Agent
92,2800;313;470;Agent
97,2800;428;-1;Wall
97,3000;428;-1;Wall
97,3200;428;-1;Wall
97,3400;428;-1;Wall
104,0600;74;271;Agent
104,1600;271;-1;Wall
104,1800;271;-1;Wall
104,2000;271;-1;Wall
104,2200;271;-1;Wall
105,5600;271;412;Agent
105,5800;271;412;Agent
105,6000;271;412;Agent
105,6200;271;412;Agent
105,6400;271;412;Agent
105,9400;271;-1;Wall
105,9600;271;-1;Wall
105,9800;271;-1;Wall
106,0000;271;-1;Wall
109,3600;417;-1;Wall
109,3800;417;-1;Wall
109,4000;417;-1;Wall
109,4200;417;-1;Wall
110,1800;271;-1;Wall
110,2000;271;-1;Wall
110,2200;271;-1;Wall
110,2400;271;-1;Wall
115,6200;120;-1;Wall
115,6400;120;-1;Wall
115,6600;120;-1;Wall
115,6800;120;-1;Wall
119,0800;120;-1;Wall
119,1000;120;-1;Wall
119,1200;120;-1;Wall
122,3800;274;-1;Wall
122,4000;274;-1;Wall
122,4200;274;-1;Wall
122,4400;274;-1;Wall
123,9600;240;349;Agent
123,9800;240;349;Agent
124,4400;111;209;Agent
124,4600;111;209;Agent
124,4800;111;209;Agent
124,5000;111;209;Agent
124,5200;111;209;Agent
124,5400;111;209;Agent
124,5600;111;209;Agent
130,3800;274;-1;Wall
130,3999;274;-1;Wall
132,0200;227;594;Agent
132,0399;227;594;Agent
134,2400;176;563;Agent
134,2599;176;563;Agent
137,2200;90;-1;Wall
137,2399;90;-1;Wall
137,2599;90;-1;Wall
137,2800;90;-1;Wall
140,0600;348;562;Agent
140,0800;348;562;Agent
140,2599;176;253;Agent
140,2800;176;253;Agent
140,3000;176;253;Agent
140,5399;129;324;Agent
140,5600;129;324;Agent
140,5800;129;324;Agent
140,5999;129;324;Agent
140,7800;239;336;Agent
140,8000;239;336;Agent
140,8199;239;336;Agent
141,8799;176;348;Agent
141,8999;176;348;Agent
141,8999;150;239;Agent
141,9200;176;348;Agent
141,9200;150;239;Agent
141,9400;150;239;Agent
141,9599;150;239;Agent
143,0000;33;183;Agent
143,8799;615;-1;Wall
143,8999;615;-1;Wall
143,9200;615;-1;Wall
144,2399;90;-1;Wall
144,2599;90;-1;Wall
144,2800;90;-1;Wall
149,3599;77;355;Agent
152,3999;360;-1;Wall
152,4200;360;-1;Wall
152,4399;360;-1;Wall
152,4599;360;-1;Wall
152,5600;360;452;Agent
152,5799;360;452;Agent
152,5999;360;452;Agent
152,5999;360;-1;Wall
152,6199;360;-1;Wall
152,6399;360;-1;Wall
152,6599;360;452;Agent
152,6599;360;-1;Wall
152,6799;360;452;Agent
152,6799;360;-1;Wall
152,7000;360;452;Agent
152,7000;360;-1;Wall
152,7199;360;-1;Wall
152,7399;360;-1;Wall
152,7599;360;-1;Wall
152,7800;360;-1;Wall
152,7999;360;-1;Wall
152,8199;360;-1;Wall
152,8400;360;-1;Wall
152,8599;360;-1;Wall
152,8599;491;-1;Wall
152,8799;360;-1;Wall
152,8799;491;-1;Wall
152,8999;491;-1;Wall
152,9200;491;-1;Wall
152,9399;491;-1;Wall
152,9599;491;-1;Wall
152,9799;491;-1;Wall
152,9999;491;-1;Wall
153,0199;491;-1;Wall
153,0399;491;-1;Wall
154,5999;115;-1;Wall
154,6199;115;-1;Wall
154,6399;115;-1;Wall
154,6599;115;-1;Wall
