metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_21
total_agents;606
rset_100s;153,68
rset_95s;135,89
rset_90s;123,46
rset_50s;65,42
mean_speed_ms;0,8917
std_speed_ms;0,4224
max_speed_ms;2,5944
mean_exit_density_pm2;0,2891
peak_exit_density_pm2;0,6366
mean_global_density_pm2;0,6787
specific_flow_mean_pms;0,2384
specific_flow_peak_pms;0,6651
throughput_ps;3,9433
throughput_Exit_West_ps;2,0172
throughput_Exit_South_ps;1,9261
collisions_agent_agent;8
collisions_agent_wall;342
mean_headway_m;0,8012
min_headway_m;0,3993
std_headway_m;0,1921
