SFMvsRL_RMSE;SFMvsGhost_RMSE;RLvsGhost_RMSE;SFM_final_mean;SFM_final_sd;SFM_half_mean;RL_final_mean;RL_final_sd;RL_half_mean;SFMvsRL_curve_RMSE;SFMvsGhost_curve_RMSE;RLvsGhost_curve_RMSE
0,3481;0,1746;0,1094;93,0000;0,0000;93,0000;93,0000;0,0000;93,0000;1,8294;1,2004;2,1294
