time;density;specific_flow
0,120;0,0000;0,0000
0,240;0,0000;0,0000
0,360;0,0000;0,0000
0,480;0,0000;0,0000
0,600;0,0000;0,0000
0,720;0,0000;0,0000
0,840;0,0000;0,0000
0,960;0,0000;0,0000
1,080;0,0000;0,0000
1,180;0,0000;0,0000
1,300;0,0000;0,0000
1,420;0,0000;0,0000
1,520;0,0000;0,0000
1,640;0,0000;0,0000
1,740;0,0000;0,0000
1,860;0,0000;0,0000
1,960;0,0000;0,0000
2,080;0,0000;0,0000
2,200;0,0000;0,0000
2,320;0,0000;0,0000
2,440;0,0000;0,0000
2,560;0,0000;0,0000
2,660;0,0000;0,0000
2,780;0,0000;0,0000
2,900;0,0000;0,0000
3,000;0,0000;0,0000
3,120;0,0000;0,0000
3,240;0,0000;0,0000
3,360;0,0000;0,0000
3,460;0,0000;0,0000
3,580;0,0000;0,0000
3,700;0,0000;0,0000
3,800;0,0000;0,0000
3,920;0,0000;0,0000
4,040;0,0000;0,0000
4,160;0,0000;0,0000
4,280;0,0000;0,0000
4,380;0,0000;0,0000
4,500;0,0000;0,0000
4,620;0,0000;0,0000
4,740;0,0000;0,0000
4,860;0,0000;0,0000
4,980;0,0000;0,0000
5,100;0,0000;0,0000
5,200;0,0000;0,0000
5,320;0,0000;0,0000
5,440;0,2829;0,3020
5,560;0,2829;0,2897
5,680;0,2829;0,2716
5,800;0,2829;0,2582
5,920;0,2829;0,2489
6,020;0,2829;0,2318
6,140;0,2829;0,2066
6,260;0,2829;0,1758
6,380;0,2829;0,1478
6,500;0,2829;0,1225
6,620;0,2829;0,0944
6,740;0,2829;0,0739
6,840;0,2829;0,0638
6,960;0,4244;0,1967
7,080;0,4244;0,1967
7,200;0,4244;0,2033
7,320;0,4244;0,3311
7,440;0,4244;0,3296
7,560;0,4244;0,2906
7,680;0,4244;0,2507
7,800;0,4244;0,2226
7,920;0,2829;0,1311
8,020;0,2829;0,1463
8,140;0,2829;0,1448
8,260;0,2829;0,1406
8,380;0,2829;0,1286
8,500;0,2829;0,1974
8,620;0,4244;0,3438
8,740;0,4244;0,3405
8,840;0,4244;0,3321
8,960;0,4244;0,3182
9,080;0,4244;0,3008
9,200;0,5659;0,4734
9,320;0,5659;0,5082
9,440;0,5659;0,4991
9,560;0,5659;0,4849
9,660;0,7074;0,5967
9,780;0,5659;0,4312
9,900;0,5659;0,4296
10,020;0,4244;0,3100
10,140;0,4244;0,3097
10,260;0,5659;0,4596
10,360;0,5659;0,4558
10,480;0,4244;0,3297
10,600;0,4244;0,3382
10,720;0,5659;0,4685
10,840;0,4244;0,2795
10,960;0,4244;0,2949
11,080;0,4244;0,3024
11,180;0,4244;0,2722
11,300;0,4244;0,2307
11,420;0,4244;0,2422
11,540;0,4244;0,2614
11,660;0,5659;0,4078
11,780;0,5659;0,3856
11,900;0,5659;0,3654
12,000;0,5659;0,3576
12,120;0,4244;0,2686
12,240;0,7074;0,5207
12,360;0,5659;0,4083
12,480;0,5659;0,3927
12,600;0,5659;0,3565
12,720;0,5659;0,3256
12,820;0,5659;0,3038
12,940;0,7074;0,3768
13,060;0,5659;0,3320
13,180;0,5659;0,3987
13,300;0,4244;0,2607
13,420;0,4244;0,2621
13,540;0,4244;0,2296
13,640;0,4244;0,2039
13,760;0,5659;0,2928
13,880;0,5659;0,2893
14,000;0,5659;0,2885
14,120;0,4244;0,1934
14,240;0,4244;0,2384
14,340;0,4244;0,2538
14,460;0,4244;0,2371
14,580;0,4244;0,2864
14,700;0,4244;0,2795
14,820;0,4244;0,2716
14,940;0,4244;0,2560
15,060;0,4244;0,2348
15,160;0,4244;0,2119
15,280;0,4244;0,1901
15,400;0,4244;0,2490
15,520;0,4244;0,2650
15,640;0,4244;0,2795
15,760;0,4244;0,2805
15,880;0,2829;0,1993
15,980;0,4244;0,3211
16,100;0,4244;0,3055
16,200;0,4244;0,2941
16,320;0,4244;0,2725
16,420;0,4244;0,2392
16,520;0,5659;0,3535
16,640;0,4244;0,2513
16,740;0,4244;0,2711
16,840;0,4244;0,2772
16,940;0,4244;0,2663
17,060;0,4244;0,2404
17,160;0,5659;0,3169
17,260;0,4244;0,2137
17,380;0,4244;0,2486
17,480;0,4244;0,2475
17,580;0,4244;0,2301
17,680;0,4244;0,2176
17,800;0,5659;0,3613
17,900;0,5659;0,3545
18,000;0,4244;0,2731
18,120;0,4244;0,3200
18,220;0,4244;0,3402
18,320;0,5659;0,4805
18,420;0,5659;0,4449
18,540;0,4244;0,3158
18,640;0,5659;0,4632
18,740;0,7074;0,5852
18,860;0,8488;0,7049
18,960;0,7074;0,5327
19,060;0,7074;0,5409
19,160;0,7074;0,5342
19,280;0,7074;0,5096
19,380;0,7074;0,4625
19,480;0,7074;0,4350
19,600;0,5659;0,3113
19,700;0,5659;0,3168
19,800;0,5659;0,3301
19,900;0,7074;0,5095
20,020;0,8488;0,6267
20,120;0,7074;0,4724
20,220;0,7074;0,4783
20,340;0,7074;0,4641
20,440;0,8488;0,5551
20,540;0,7074;0,4088
20,660;0,7074;0,4065
20,760;0,7074;0,3917
20,860;0,5659;0,2916
20,960;0,5659;0,2914
21,080;0,5659;0,2775
21,180;0,5659;0,2518
21,280;0,4244;0,1453
21,400;0,4244;0,1365
21,500;0,7074;0,4595
21,600;0,7074;0,4315
21,700;0,7074;0,4247
21,820;0,7074;0,3954
21,920;0,7074;0,3367
22,020;0,5659;0,1627
22,140;0,5659;0,2007
22,240;0,5659;0,2448
22,340;0,5659;0,2353
22,440;0,5659;0,2121
22,560;0,5659;0,2204
22,660;0,4244;0,1262
22,760;0,4244;0,1452
22,880;0,4244;0,1745
22,980;0,4244;0,1874
23,080;0,5659;0,3698
23,180;0,5659;0,3603
23,300;0,4244;0,2586
23,400;0,4244;0,2586
23,500;0,4244;0,2523
23,620;0,5659;0,3899
23,720;0,5659;0,3726
23,820;0,5659;0,4132
23,920;0,5659;0,3971
24,040;0,5659;0,4173
24,140;0,5659;0,4318
24,240;0,5659;0,4246
24,360;0,7074;0,5248
24,460;0,7074;0,4787
24,560;0,4244;0,2850
24,680;0,4244;0,2724
24,780;0,4244;0,2705
24,880;0,4244;0,2826
24,980;0,5659;0,4195
25,100;0,5659;0,4049
25,200;0,4244;0,2795
25,300;0,4244;0,2862
25,420;0,4244;0,2939
25,520;0,2829;0,1878
25,620;0,2829;0,1743
25,720;0,2829;0,1677
25,840;0,2829;0,1717
25,940;0,2829;0,1700
26,040;0,2829;0,1587
26,160;0,1415;0,0560
26,260;0,1415;0,0564
26,360;0,1415;0,0621
26,460;0,1415;0,0653
26,580;0,2829;0,2162
26,680;0,2829;0,2094
26,780;0,2829;0,2006
26,900;0,2829;0,1884
27,000;0,2829;0,1743
