metric;value
model_type;SFM
scenario_id;Building
run_id;Building_SFM_run6
total_agents;68
evacuated_agents;56
evacuation_rate;0,8235
rset_100s;72,340
rset_95s;45,620
rset_90s;36,100
rset_50s;21,180
mean_speed_ms;0,4188
std_speed_ms;0,5752
max_speed_ms;2,2228
mean_exit_density_pm2;0,1858
peak_exit_density_pm2;0,8488
mean_global_density_pm2;0,0284
specific_flow_mean_pms;0,0496
specific_flow_peak_pms;0,7049
throughput_ps;0,9400
throughput_Exit_Main_ps;0,7741
collisions_agent_agent;0
collisions_agent_wall;59
mean_headway_m;2,9771
min_headway_m;0,3892
std_headway_m;2,5487
