metric;value
model_type;RL
scenario_id;Crossing90
run_id;D_003_RL_run16
total_agents;607
evacuated_agents;607
evacuation_rate;1,0000
rset_100s;181,780
rset_95s;163,280
rset_90s;152,040
rset_50s;88,940
mean_speed_ms;1,0906
std_speed_ms;0,4386
max_speed_ms;2,3653
mean_exit_density_pm2;0,1361
peak_exit_density_pm2;0,3979
mean_global_density_pm2;0,0651
specific_flow_mean_pms;0,1479
specific_flow_peak_pms;0,4411
throughput_ps;3,3392
throughput_Exit_South_ps;1,8044
throughput_Exit_West_ps;1,5348
collisions_agent_agent;2080
collisions_agent_wall;53
mean_headway_m;0,5936
min_headway_m;0,3064
std_headway_m;0,2162
