time;grid_x;grid_z;density
2,020;-17;7;1,0000
2,020;-17;5;1,0000
2,020;-19;4;1,0000
2,020;-19;3;1,0000
2,020;-18;4;1,0000
2,020;-12;7;1,0000
2,020;-13;2;1,0000
2,020;-11;5;2,0000
2,020;-12;0;1,0000
2,020;-12;1;1,0000
2,020;-6;4;1,0000
2,020;-7;6;1,0000
2,020;-6;5;1,0000
2,020;-6;1;1,0000
2,020;-5;1;1,0000
2,020;-5;-1;1,0000
2,020;0;7;1,0000
2,020;1;0;1,0000
2,020;-1;6;1,0000
2,020;2;3;1,0000
2,020;0;2;1,0000
2,020;0;6;1,0000
2,020;8;0;1,0000
2,020;8;1;2,0000
2,020;9;3;1,0000
2,020;7;6;1,0000
2,020;9;2;1,0000
2,020;15;1;1,0000
2,020;14;1;1,0000
2,020;15;4;1,0000
2,020;15;2;1,0000
2,020;14;6;1,0000
2,020;18;7;1,0000
2,020;18;4;1,0000
2,020;-18;-5;1,0000
2,020;-17;-2;1,0000
2,020;-16;-4;1,0000
2,020;-16;-5;1,0000
2,020;-17;-1;1,0000
2,020;-11;-5;1,0000
2,020;-12;-5;1,0000
2,020;-10;-4;1,0000
2,020;-13;-4;1,0000
2,020;-10;-6;1,0000
2,020;-3;-5;1,0000
2,020;-4;-5;1,0000
2,020;-2;-6;1,0000
2,020;-3;-7;1,0000
2,020;-2;-5;1,0000
2,020;0;-6;1,0000
2,020;-1;-4;1,0000
2,020;1;-5;1,0000
2,020;3;-7;1,0000
2,020;7;-4;1,0000
2,020;5;-7;1,0000
2,020;8;-7;1,0000
2,020;7;-1;2,0000
2,020;6;-5;1,0000
2,020;15;-8;1,0000
2,020;15;-2;1,0000
2,020;14;-4;1,0000
2,020;15;-5;1,0000
2,020;11;-7;1,0000
2,020;15;-1;1,0000
2,020;13;-6;1,0000
4,040;-17;5;1,0000
4,040;-19;2;1,0000
4,040;-18;1;1,0000
4,040;-17;-1;1,0000
4,040;-18;2;1,0000
4,040;-12;4;1,0000
4,040;-12;-1;2,0000
4,040;-12;1;1,0000
4,040;-9;0;1,0000
4,040;-11;-1;2,0000
4,040;-12;2;1,0000
4,040;-6;0;1,0000
4,040;-6;5;1,0000
4,040;-6;1;1,0000
4,040;-4;0;1,0000
4,040;-5;0;1,0000
4,040;-2;0;1,0000
4,040;0;6;1,0000
4,040;5;0;1,0000
4,040;-1;4;1,0000
4,040;1;0;1,0000
4,040;2;-1;1,0000
4,040;0;5;1,0000
4,040;12;0;1,0000
4,040;9;0;1,0000
4,040;10;0;1,0000
4,040;8;0;2,0000
4,040;8;2;1,0000
4,040;16;0;2,0000
4,040;15;-1;2,0000
4,040;15;0;1,0000
4,040;15;3;1,0000
4,040;19;3;1,0000
4,040;19;0;1,0000
4,040;-18;-3;1,0000
4,040;-16;0;1,0000
4,040;-18;-1;1,0000
4,040;-17;-2;1,0000
4,040;-14;0;1,0000
4,040;-11;-2;1,0000
4,040;-12;-3;1,0000
4,040;-11;-3;1,0000
4,040;-2;-4;1,0000
4,040;-2;-5;1,0000
4,040;-1;-2;1,0000
4,040;-2;-6;1,0000
4,040;-2;-1;1,0000
4,040;-1;-4;1,0000
4,040;-1;-1;1,0000
4,040;-1;-5;1,0000
