time;density;specific_flow
0,120;1,2732;0,0388
0,240;2,5465;1,1244
0,360;2,5465;2,1226
0,480;2,5465;3,2140
0,600;2,5465;2,8437
0,720;3,8197;5,0197
0,840;3,8197;4,7612
0,960;3,8197;4,6183
1,080;3,8197;3,5883
1,180;5,0930;4,2679
1,300;5,0930;3,6484
1,420;3,8197;1,2850
1,520;3,8197;2,3776
1,640;3,8197;2,8857
1,740;6,3662;3,1843
1,860;6,3662;3,1522
1,960;2,5465;0,9542
2,080;5,0930;2,8475
2,200;6,3662;2,9938
2,320;6,3662;3,0977
2,440;5,0930;4,2297
2,560;5,0930;3,1990
2,660;5,0930;4,3942
2,780;5,0930;2,4925
2,900;5,0930;2,7042
3,000;3,8197;2,3211
3,120;6,3662;2,0313
3,240;6,3662;1,7684
3,360;6,3662;1,8238
3,460;6,3662;1,6915
3,580;7,6394;3,5139
3,700;6,3662;2,9439
3,800;6,3662;6,2856
3,920;5,0930;3,2922
4,040;5,0930;2,8475
4,160;5,0930;3,0782
4,280;5,0930;1,6139
4,380;6,3662;3,0487
4,500;7,6394;2,2027
4,620;7,6394;2,3641
4,740;6,3662;2,3075
4,860;6,3662;3,5205
4,980;6,3662;3,5533
5,100;5,0930;2,0847
5,200;5,0930;2,9867
5,320;3,8197;2,6930
5,440;2,5465;1,8103
5,560;6,3662;4,6077
5,680;5,0930;2,9622
5,800;3,8197;3,8324
5,920;5,0930;4,2053
6,020;5,0930;3,8296
6,140;5,0930;4,1904
6,260;3,8197;2,8540
6,380;5,0930;2,7001
6,500;5,0930;3,8099
6,620;3,8197;1,2663
6,740;3,8197;2,3830
6,840;5,0930;2,3233
6,960;6,3662;2,4194
7,080;7,6394;3,6491
7,200;5,0930;2,4771
7,320;5,0930;3,1640
7,440;5,0930;3,6247
7,560;3,8197;2,2162
7,680;3,8197;1,3147
7,800;5,0930;1,8743
7,920;5,0930;2,4261
8,020;5,0930;3,0577
8,140;5,0930;3,1194
8,260;5,0930;3,6559
8,380;5,0930;3,3481
8,500;5,0930;1,8861
8,620;6,3662;1,7574
8,740;6,3662;2,3446
8,840;6,3662;3,1834
8,960;6,3662;3,6682
9,080;5,0930;1,9714
9,200;5,0930;3,1090
9,320;5,0930;3,1630
9,440;5,0930;3,9387
9,560;3,8197;4,3116
9,660;5,0930;3,2752
9,780;5,0930;3,0958
9,900;5,0930;2,6625
10,020;3,8197;1,2595
10,140;5,0930;2,3159
10,260;6,3662;2,4270
10,360;7,6394;3,9684
10,480;6,3662;2,8549
10,600;6,3662;3,8882
10,720;6,3662;4,2198
10,840;5,0930;3,5746
10,960;5,0930;4,8932
11,080;3,8197;2,9414
11,180;5,0930;3,2313
11,300;5,0930;2,1679
11,420;7,6394;4,1322
11,540;5,0930;2,6851
11,660;6,3662;4,7477
11,780;5,0930;2,8488
11,900;3,8197;1,9147
12,000;5,0930;3,6406
12,120;6,3662;3,4179
12,240;6,3662;2,9372
12,360;6,3662;3,3417
12,480;6,3662;3,2900
12,600;6,3662;3,9437
12,720;6,3662;4,3995
12,820;5,0930;3,3754
12,940;5,0930;4,2120
13,060;6,3662;4,4744
13,180;3,8197;2,3299
13,300;5,0930;3,3508
13,420;3,8197;2,1501
13,540;5,0930;3,4369
13,640;5,0930;2,7346
13,760;5,0930;3,0446
13,880;5,0930;3,0496
14,000;5,0930;3,4792
14,120;6,3662;3,0136
14,240;7,6394;3,3669
14,340;6,3662;1,8381
14,460;6,3662;2,1300
14,580;6,3662;2,2752
14,700;6,3662;2,4299
14,820;5,0930;1,3491
14,940;5,0930;1,4659
15,060;5,0930;1,2006
15,160;5,0930;1,9029
15,280;5,0930;2,6111
15,400;6,3662;3,6356
15,520;6,3662;3,5572
15,640;5,0930;3,2644
15,760;3,8197;1,4864
15,880;3,8197;0,9531
15,980;5,0930;1,3395
16,100;6,3662;1,7036
16,200;6,3662;2,0179
16,320;6,3662;2,8731
16,420;5,0930;2,3189
16,520;5,0930;3,7654
16,640;5,0930;3,5822
16,740;5,0930;3,1898
16,840;5,0930;3,0032
16,940;5,0930;3,3962
17,060;3,8197;2,6504
17,160;6,3662;4,6847
17,260;5,0930;4,1899
17,380;3,8197;4,0200
17,480;3,8197;2,3424
17,580;5,0930;2,4447
17,680;5,0930;2,3911
17,800;5,0930;1,9309
17,900;5,0930;3,6809
18,000;5,0930;2,6073
18,120;5,0930;1,5287
18,220;5,0930;2,6151
18,320;5,0930;5,0676
18,420;6,3662;7,7276
18,540;3,8197;3,2199
18,640;3,8197;4,2782
18,740;3,8197;1,6161
18,860;3,8197;2,5422
18,960;2,5465;1,1773
19,060;3,8197;2,2259
19,160;5,0930;3,1080
19,280;5,0930;3,1851
19,380;6,3662;4,3438
19,480;5,0930;2,5779
19,600;5,0930;3,4940
19,700;6,3662;3,2415
19,800;7,6394;4,3314
19,900;6,3662;2,9872
20,020;5,0930;2,2118
20,120;5,0930;2,9757
20,220;5,0930;4,1087
20,340;3,8197;3,0663
20,440;3,8197;3,3846
20,540;3,8197;3,4777
20,660;3,8197;3,4201
20,760;3,8197;2,8390
20,860;5,0930;3,0177
20,960;5,0930;2,7744
21,080;3,8197;1,9618
21,180;3,8197;2,2650
