time;grid_x;grid_z;density
2,020;-17;5;1,0000
2,020;-17;-1;1,0000
2,020;-18;4;1,0000
2,020;-19;6;1,0000
2,020;-17;7;1,0000
2,020;-11;2;1,0000
2,020;-11;3;2,0000
2,020;-13;6;1,0000
2,020;-12;2;2,0000
2,020;-5;6;1,0000
2,020;-5;3;1,0000
2,020;-6;2;1,0000
2,020;-6;0;1,0000
2,020;-5;1;2,0000
2,020;1;2;1,0000
2,020;-1;6;1,0000
2,020;2;3;2,0000
2,020;3;2;1,0000
2,020;1;0;1,0000
2,020;6;4;1,0000
2,020;8;2;1,0000
2,020;7;5;1,0000
2,020;7;2;1,0000
2,020;7;4;1,0000
2,020;8;1;1,0000
2,020;14;6;1,0000
2,020;16;4;1,0000
2,020;15;2;1,0000
2,020;15;4;2,0000
2,020;18;6;1,0000
2,020;19;0;1,0000
2,020;-18;-4;1,0000
2,020;-19;-3;1,0000
2,020;-17;-8;1,0000
2,020;-18;-8;1,0000
2,020;-16;-6;1,0000
2,020;-10;-7;1,0000
2,020;-11;-2;1,0000
2,020;-12;-2;1,0000
2,020;-10;-8;1,0000
2,020;-12;-1;1,0000
2,020;-6;-5;1,0000
2,020;-3;-6;2,0000
2,020;-3;-5;1,0000
2,020;-2;-6;1,0000
2,020;1;-5;1,0000
2,020;0;-7;1,0000
2,020;1;-4;1,0000
2,020;0;-6;1,0000
2,020;7;-1;2,0000
2,020;7;-3;1,0000
2,020;6;-6;1,0000
2,020;7;-6;1,0000
2,020;7;-2;1,0000
2,020;11;-4;1,0000
2,020;14;-2;2,0000
2,020;15;-6;1,0000
2,020;15;-8;1,0000
2,020;15;-3;1,0000
2,020;15;-1;1,0000
4,040;-16;3;1,0000
4,040;-15;0;1,0000
4,040;-18;1;1,0000
4,040;-19;2;1,0000
4,040;-17;5;1,0000
4,040;-12;0;2,0000
4,040;-12;1;2,0000
4,040;-13;3;1,0000
4,040;-12;-1;1,0000
4,040;-6;2;1,0000
4,040;-5;0;2,0000
4,040;-6;0;1,0000
4,040;-3;0;1,0000
4,040;-6;-1;1,0000
4,040;2;-1;1,0000
4,040;-1;2;1,0000
4,040;1;0;2,0000
4,040;3;1;1,0000
4,040;4;-1;1,0000
4,040;8;1;2,0000
4,040;7;0;1,0000
4,040;7;2;1,0000
4,040;8;0;1,0000
4,040;9;0;1,0000
4,040;15;3;1,0000
4,040;15;1;1,0000
4,040;14;0;1,0000
4,040;14;1;1,0000
4,040;14;2;1,0000
4,040;19;1;1,0000
4,040;-17;-1;2,0000
4,040;-17;-4;1,0000
4,040;-17;-6;1,0000
4,040;-17;-3;1,0000
4,040;-10;-3;1,0000
4,040;-11;-1;1,0000
4,040;-10;-1;1,0000
4,040;-10;-4;1,0000
4,040;-9;0;1,0000
4,040;-2;-6;1,0000
4,040;-2;-3;3,0000
4,040;-2;-4;1,0000
4,040;-1;-5;2,0000
4,040;0;-6;1,0000
4,040;-1;-4;1,0000
4,040;10;-1;1,0000
4,040;7;-1;1,0000
4,040;12;0;1,0000
4,040;6;-4;1,0000
4,040;7;-3;1,0000
4,040;8;-1;1,0000
4,040;13;-3;1,0000
4,040;16;0;1,0000
4,040;15;0;1,0000
4,040;14;-2;1,0000
4,040;15;-5;1,0000
4,040;15;-1;1,0000
4,040;17;0;1,0000
