metric;value
model_type;SFM
scenario_id;NarrowDoor
run_id;LC_001_SFM_run_1
total_agents;93
evacuated_agents;93
evacuation_rate;1,0000
rset_100s;52,400
rset_95s;40,960
rset_90s;35,880
rset_50s;17,160
mean_speed_ms;0,3535
std_speed_ms;0,2886
max_speed_ms;1,8521
mean_exit_density_pm2;4,2859
peak_exit_density_pm2;8,9127
mean_global_density_pm2;0,5503
specific_flow_mean_pms;1,9430
specific_flow_peak_pms;5,9082
throughput_ps;1,7748
throughput_ExitZone_ps;1,7748
collisions_agent_agent;2209
collisions_agent_wall;5527
mean_headway_m;0,4198
min_headway_m;0,3045
std_headway_m;0,0781
