agentId;time;posX;posZ;speed;localDensity
41;1,0800;1,8509;0,5835;1,2191;5,0930
40;1,0800;1,6850;-0,5983;0,4126;5,0930
36;1,0800;2,1084;-0,0324;1,2323;5,0930
34;1,0800;-0,9457;-0,8841;1,1079;5,0930
31;1,0800;1,1307;-0,5721;0,7140;5,0930
30;1,0800;1,2328;0,4070;1,0108;5,0930
28;1,0800;0,9132;-0,1763;1,1428;5,0930
26;1,0800;-0,3003;0,8456;1,3118;5,0930
23;1,0800;2,0953;-0,9512;0,9141;5,0930
22;1,0800;-0,4474;-0,6736;0,4513;5,0930
19;1,0800;-1,6985;-0,2036;1,4860;5,0930
17;1,0800;0,2855;0,8097;1,3341;5,0930
16;1,0800;0,1325;-0,6388;1,2144;5,0930
14;1,0800;-0,2224;0,3313;1,3917;5,0930
13;1,0800;-2,7461;1,4932;0,6887;5,0930
10;1,0800;1,4660;0,9512;1,1293;5,0930
9;1,0800;-2,2679;0,7206;1,1282;5,0930
8;1,0800;0,7676;0,4386;1,1715;5,0930
7;1,0800;2,1846;1,1327;1,2090;5,0930
5;1,0800;-1,2647;1,6850;0,8041;5,0930
4;1,0800;-1,0047;1,0295;1,4095;5,0930
93;1,1800;-2,5227;-0,4415;1,0815;5,0930
91;1,1800;-0,6962;-0,0860;1,4609;5,0930
90;1,1800;-0,2055;-0,4499;1,2558;5,0930
89;1,1800;-1,4918;0,6989;1,3755;5,0930
88;1,1800;-0,3171;-0,8971;0,7062;5,0930
87;1,1800;-0,0084;1,2942;1,2233;5,0930
86;1,1800;0,5190;1,0642;1,4070;5,0930
84;1,1800;1,3463;-0,9102;0,7375;5,0930
83;1,1800;2,1878;1,5580;1,3215;5,0930
82;1,1800;-1,2678;-0,6655;1,2285;5,0930
81;1,1800;-2,2316;-0,8641;0,6040;5,0930
80;1,1800;0,3220;-0,0175;1,2787;5,0930
78;1,1800;0,8057;-0,9419;0,4783;5,0930
77;1,1800;-1,6755;1,1405;1,2596;5,0930
76;1,1800;-2,5632;0,1490;1,2497;5,0930
74;1,1800;-0,7584;0,4137;1,4920;5,0930
71;1,1800;-0,7829;-0,5259;1,3975;5,0930
67;1,1800;2,3323;0,4909;1,2296;5,0930
66;1,1800;1,0460;1,0845;1,1197;5,0930
62;1,1800;-0,6295;1,4065;1,2871;5,0930
61;1,1800;1,6742;1,3354;1,0625;5,0930
60;1,1800;0,5018;-0,6737;0,6671;5,0930
56;1,1800;-2,2009;1,1996;1,3969;5,0930
54;1,1800;-1,5288;-0,8685;0,7760;5,0930
53;1,1800;1,6088;0,1163;0,6526;5,0930
52;1,1800;-1,8701;-0,7921;1,1263;5,0930
48;1,1800;-2,0371;-0,0340;1,2181;5,0930
47;1,1800;-1,2815;0,1460;1,1174;5,0930
46;1,1800;0,9519;1,5823;0,9763;5,0930
41;1,1800;1,8186;0,4700;1,1798;5,0930
40;1,1800;1,7023;-0,6257;0,3237;5,0930
36;1,1800;2,0731;-0,1539;1,2652;5,0930
34;1,1800;-0,9080;-0,9536;0,7905;5,0930
31;1,1800;1,0903;-0,6262;0,6751;5,0930
30;1,1800;1,1900;0,3140;1,0238;5,0930
28;1,1800;0,8848;-0,2801;1,0763;5,0930
26;1,1800;-0,2923;0,7109;1,3493;5,0930
23;1,1800;2,0693;-0,9254;0,3656;5,0930
22;1,1800;-0,4624;-0,6088;0,6656;5,0930
19;1,1800;-1,6455;-0,3454;1,5135;5,0930
17;1,1800;0,2656;0,6704;1,4071;5,0930
16;1,1800;0,1299;-0,7622;1,2337;5,0930
14;1,1800;-0,1917;0,1910;1,4358;5,0930
13;1,1800;-2,7006;1,3840;1,1828;5,0930
10;1,1800;1,4407;0,8373;1,1660;5,0930
9;1,1800;-2,2202;0,6167;1,1438;5,0930
8;1,1800;0,7482;0,3195;1,2063;5,0930
7;1,1800;2,1436;1,0151;1,2458;5,0930
5;1,1800;-1,2307;1,5787;1,1155;5,0930
4;1,1800;-0,9781;0,8889;1,4307;5,0930
93;1,3000;-2,4634;-0,5472;1,0101;5,0930
91;1,3000;-0,6795;-0,2490;1,3657;5,0930
90;1,3000;-0,0997;-0,5217;1,0650;5,0930
89;1,3000;-1,4674;0,5268;1,4485;5,0930
88;1,3000;-0,2720;-0,8845;0,3900;5,0930
87;1,3000;-0,0104;1,1396;1,2887;5,0930
86;1,3000;0,5023;0,8940;1,4254;5,0930
84;1,3000;1,3007;-0,9452;0,4792;5,0930
83;1,3000;2,1503;1,4038;1,3220;5,0930
82;1,3000;-1,1660;-0,7619;1,1686;5,0930
81;1,3000;-2,2122;-0,8235;0,3752;5,0930
80;1,3000;0,2988;-0,1723;1,3046;5,0930
79;1,3000;-1,7224;1,6182;0,9206;5,0930
78;1,3000;0,8376;-0,9236;0,3065;5,0930
77;1,3000;-1,6304;0,9979;1,2464;5,0930
76;1,3000;-2,5088;0,0058;1,2765;5,0930
74;1,3000;-0,7337;0,2318;1,5296;5,0930
71;1,3000;-0,8463;-0,6602;1,2382;5,0930
69;1,3000;-2,7582;-0,8715;0,8100;5,0930
67;1,3000;2,2702;0,3556;1,2407;5,0930
