metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_08
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;183,68
rset_95s;163,52
rset_90s;154,16
rset_50s;90,8
mean_speed_ms;1,1477
std_speed_ms;0,2991
max_speed_ms;2,1461
mean_exit_density_pm2;0,1722
peak_exit_density_pm2;0,4775
mean_global_density_pm2;0,0789
specific_flow_mean_pms;0,2117
specific_flow_peak_pms;0,6136
throughput_ps;3,3047
throughput_Exit_West_ps;1,5189
throughput_Exit_South_ps;1,7857
collisions_agent_agent;893
collisions_agent_wall;370
mean_headway_m;0,5418
min_headway_m;0,3209
std_headway_m;0,1527
