metric;value
model_type;SFM
scenario_id;NarrowDoor
run_id;LC_001_SFM_cal_23
total_agents;93
evacuated_agents;93
evacuation_rate;1,0000
rset_100s;49,600
rset_95s;40,600
rset_90s;36,720
rset_50s;18,180
mean_speed_ms;0,3900
std_speed_ms;0,3045
max_speed_ms;1,9813
mean_exit_density_pm2;4,1273
peak_exit_density_pm2;7,6394
mean_global_density_pm2;0,5673
specific_flow_mean_pms;2,0889
specific_flow_peak_pms;7,8238
throughput_ps;1,8750
throughput_ExitZone_ps;1,8750
collisions_agent_agent;2744
collisions_agent_wall;5948
mean_headway_m;0,4096
min_headway_m;0,2860
std_headway_m;0,0628
