metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_04
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;182,88
rset_95s;164,96
rset_90s;154,14
rset_50s;90,34
mean_speed_ms;1,1421
std_speed_ms;0,3033
max_speed_ms;2,1187
mean_exit_density_pm2;0,1738
peak_exit_density_pm2;0,4377
mean_global_density_pm2;0,0792
specific_flow_mean_pms;0,2166
specific_flow_peak_pms;0,5827
throughput_ps;3,3191
throughput_Exit_South_ps;1,7935
throughput_Exit_West_ps;1,5256
collisions_agent_agent;200
collisions_agent_wall;121
mean_headway_m;0,5527
min_headway_m;0,3314
std_headway_m;0,1353
