metric;value
model_type;SFM
scenario_id;NarrowDoor
run_id;LC_001_SFM_cal_13
total_agents;93
evacuated_agents;93
evacuation_rate;1,0000
rset_100s;53,400
rset_95s;45,020
rset_90s;42,120
rset_50s;24,260
mean_speed_ms;0,3410
std_speed_ms;0,2665
max_speed_ms;2,0549
mean_exit_density_pm2;4,7131
peak_exit_density_pm2;8,9127
mean_global_density_pm2;0,6347
specific_flow_mean_pms;1,9586
specific_flow_peak_pms;6,6370
throughput_ps;1,7416
throughput_ExitZone_ps;1,7416
collisions_agent_agent;23287
collisions_agent_wall;21200
mean_headway_m;0,3918
min_headway_m;0,3048
std_headway_m;0,0777
