time;agentIdA;agentIdB;type
0,0600;19;21;Agent
0,0600;22;26;Agent
0,0600;22;29;Agent
0,0600;10;14;Agent
0,0600;11;19;Agent
0,0600;12;16;Agent
0,0800;19;21;Agent
0,0800;22;26;Agent
0,0800;22;29;Agent
0,0800;10;14;Agent
0,0800;11;19;Agent
0,0800;12;16;Agent
0,1000;19;21;Agent
0,1000;22;26;Agent
0,1000;22;29;Agent
0,1000;10;14;Agent
0,1000;11;19;Agent
0,1000;12;16;Agent
0,1200;19;21;Agent
0,1200;22;26;Agent
0,1200;22;29;Agent
0,1200;10;14;Agent
0,1200;11;19;Agent
0,1200;12;16;Agent
0,1400;29;34;Agent
0,1400;19;21;Agent
0,1400;22;26;Agent
0,1400;22;29;Agent
0,1400;10;14;Agent
0,1400;11;19;Agent
0,1400;12;16;Agent
0,1600;26;31;Agent
0,1600;29;34;Agent
0,1600;19;21;Agent
0,1600;22;26;Agent
0,1600;22;29;Agent
0,1600;10;14;Agent
0,1600;11;19;Agent
0,1800;26;31;Agent
0,1800;29;34;Agent
0,1800;19;21;Agent
0,1800;6;11;Agent
0,1800;11;19;Agent
0,2000;26;31;Agent
0,2000;29;34;Agent
0,2000;6;11;Agent
0,2200;26;31;Agent
0,2200;29;34;Agent
0,2200;6;11;Agent
0,2400;26;31;Agent
0,2400;6;11;Agent
0,2400;14;22;Agent
0,2600;6;11;Agent
0,2600;14;22;Agent
0,2800;6;11;Agent
0,2800;14;22;Agent
0,3000;14;22;Agent
0,3000;9;38;Agent
0,3200;9;38;Agent
0,3400;9;38;Agent
0,3600;9;38;Agent
0,3800;9;38;Agent
0,5600;34;-1;Wall
0,5800;34;-1;Wall
0,6000;34;-1;Wall
0,6200;34;-1;Wall
0,6400;34;-1;Wall
0,6400;36;-1;Wall
0,6600;36;-1;Wall
0,6600;38;40;Agent
0,6800;36;-1;Wall
0,6800;38;40;Agent
0,7000;29;34;Agent
0,7000;35;-1;Wall
0,7000;36;-1;Wall
0,7000;38;40;Agent
0,7200;29;34;Agent
0,7200;35;-1;Wall
0,7200;36;-1;Wall
0,7200;38;40;Agent
0,7400;29;34;Agent
0,7400;35;-1;Wall
0,7400;38;40;Agent
0,7600;35;-1;Wall
0,7600;38;40;Agent
0,7800;34;-1;Wall
0,7800;35;-1;Wall
0,7800;38;40;Agent
0,8000;31;36;Agent
0,8000;34;-1;Wall
0,8000;38;40;Agent
0,8200;31;36;Agent
0,8200;34;-1;Wall
0,8400;31;36;Agent
0,8400;34;-1;Wall
0,8600;34;-1;Wall
0,8600;37;-1;Wall
0,8800;34;-1;Wall
0,8800;36;-1;Wall
0,8800;37;-1;Wall
0,9000;28;31;Agent
0,9000;32;-1;Wall
0,9000;36;-1;Wall
0,9000;37;-1;Wall
0,9200;28;31;Agent
0,9200;32;-1;Wall
0,9200;36;-1;Wall
0,9200;37;-1;Wall
0,9400;28;31;Agent
0,9400;32;-1;Wall
0,9400;36;-1;Wall
0,9600;25;-1;Wall
0,9600;31;36;Agent
0,9600;32;-1;Wall
0,9600;36;-1;Wall
0,9800;25;-1;Wall
0,9800;31;36;Agent
0,9800;32;-1;Wall
0,9800;36;-1;Wall
1,0000;21;34;Agent
1,0000;25;-1;Wall
1,0000;31;36;Agent
1,0000;36;-1;Wall
1,0200;21;34;Agent
1,0200;25;-1;Wall
1,0200;26;36;Agent
1,0200;31;36;Agent
1,0200;36;-1;Wall
1,0400;25;-1;Wall
1,0400;26;36;Agent
1,0400;31;36;Agent
1,0400;35;-1;Wall
1,0400;36;-1;Wall
1,0600;25;-1;Wall
1,0600;26;36;Agent
1,0600;28;31;Agent
1,0600;34;-1;Wall
1,0600;35;-1;Wall
1,0600;36;-1;Wall
1,0600;30;37;Agent
1,0800;26;29;Agent
1,0800;26;36;Agent
1,0800;28;31;Agent
1,0800;34;-1;Wall
1,0800;35;-1;Wall
1,0800;36;-1;Wall
1,0800;30;37;Agent
1,0800;19;25;Agent
1,1000;26;29;Agent
1,1000;26;36;Agent
1,1000;27;-1;Wall
1,1000;28;31;Agent
1,1000;34;-1;Wall
1,1000;35;-1;Wall
1,1000;36;-1;Wall
1,1000;19;25;Agent
1,1200;23;35;Agent
1,1200;26;29;Agent
1,1200;27;-1;Wall
1,1200;31;36;Agent
1,1200;34;-1;Wall
1,1200;35;-1;Wall
1,1200;36;-1;Wall
1,1200;19;25;Agent
1,1400;21;34;Agent
1,1400;23;35;Agent
1,1400;27;-1;Wall
1,1400;29;-1;Wall
1,1400;31;36;Agent
1,1400;34;-1;Wall
1,1400;35;-1;Wall
1,1400;37;-1;Wall
1,1400;18;23;Agent
1,1600;21;34;Agent
1,1600;23;35;Agent
1,1600;27;-1;Wall
1,1600;29;-1;Wall
1,1600;31;36;Agent
1,1600;34;-1;Wall
1,1600;35;-1;Wall
1,1600;37;-1;Wall
1,1600;18;23;Agent
1,1600;14;21;Agent
1,1800;21;34;Agent
1,1800;23;28;Agent
1,1800;23;35;Agent
1,1800;25;-1;Wall
1,1800;27;-1;Wall
1,1800;29;-1;Wall
1,1800;31;36;Agent
1,1800;34;-1;Wall
1,1800;35;-1;Wall
1,1800;37;-1;Wall
1,1800;18;23;Agent
1,1800;14;21;Agent
1,2000;21;34;Agent
1,2000;23;28;Agent
1,2000;23;35;Agent
1,2000;25;-1;Wall
1,2000;28;31;Agent
1,2000;29;-1;Wall
1,2000;34;-1;Wall
1,2000;35;-1;Wall
1,2000;37;-1;Wall
1,2000;18;23;Agent
1,2000;14;21;Agent
1,2000;16;27;Agent
1,2200;21;34;Agent
1,2200;23;28;Agent
1,2200;23;35;Agent
1,2200;25;-1;Wall
1,2200;26;29;Agent
1,2200;28;31;Agent
1,2200;29;-1;Wall
1,2200;32;-1;Wall
1,2200;34;-1;Wall
1,2200;35;-1;Wall
1,2200;37;-1;Wall
1,2200;11;19;Agent
1,2200;14;21;Agent
1,2200;16;27;Agent
1,2400;21;34;Agent
1,2400;23;28;Agent
1,2400;23;35;Agent
1,2400;25;-1;Wall
1,2400;26;29;Agent
1,2400;28;31;Agent
1,2400;29;-1;Wall
1,2400;32;-1;Wall
1,2400;34;-1;Wall
1,2400;35;-1;Wall
1,2400;37;-1;Wall
1,2400;30;37;Agent
1,2400;11;19;Agent
1,2400;14;21;Agent
1,2400;16;27;Agent
1,2600;21;34;Agent
1,2600;23;28;Agent
1,2600;23;35;Agent
1,2600;25;-1;Wall
1,2600;26;29;Agent
1,2600;27;-1;Wall
1,2600;28;31;Agent
1,2600;31;36;Agent
1,2600;32;-1;Wall
1,2600;34;-1;Wall
1,2600;35;-1;Wall
1,2600;30;37;Agent
1,2600;22;29;Agent
1,2600;7;14;Agent
1,2800;21;34;Agent
1,2800;23;28;Agent
1,2800;23;35;Agent
1,2800;25;-1;Wall
1,2800;27;-1;Wall
1,2800;31;36;Agent
1,2800;32;-1;Wall
1,2800;34;-1;Wall
1,2800;35;-1;Wall
1,2800;36;-1;Wall
1,2800;30;37;Agent
1,2800;22;29;Agent
1,2800;18;23;Agent
1,2800;7;14;Agent
1,3000;21;34;Agent
1,3000;23;28;Agent
1,3000;23;35;Agent
1,3000;26;36;Agent
1,3000;27;-1;Wall
1,3000;31;36;Agent
1,3000;32;-1;Wall
1,3000;34;-1;Wall
1,3000;35;-1;Wall
1,3000;36;-1;Wall
1,3000;19;25;Agent
1,3000;22;29;Agent
1,3000;18;23;Agent
1,3000;18;38;Agent
1,3000;7;14;Agent
1,3000;14;21;Agent
1,3200;21;34;Agent
1,3200;23;28;Agent
1,3200;23;35;Agent
1,3200;26;36;Agent
1,3200;27;-1;Wall
1,3200;31;36;Agent
1,3200;34;-1;Wall
1,3200;35;-1;Wall
1,3200;36;-1;Wall
1,3200;19;25;Agent
1,3200;18;23;Agent
1,3200;18;38;Agent
1,3200;14;21;Agent
1,3400;21;34;Agent
1,3400;23;35;Agent
1,3400;24;-1;Wall
1,3400;26;36;Agent
1,3400;27;-1;Wall
1,3400;20;22;Agent
1,3400;29;-1;Wall
1,3400;31;36;Agent
1,3400;34;-1;Wall
1,3400;35;-1;Wall
1,3400;36;-1;Wall
1,3400;19;25;Agent
1,3400;19;34;Agent
1,3400;18;23;Agent
1,3400;18;38;Agent
1,3400;14;21;Agent
1,3400;16;27;Agent
1,3600;21;34;Agent
1,3600;23;35;Agent
1,3600;24;-1;Wall
1,3600;25;-1;Wall
1,3600;27;-1;Wall
1,3600;20;22;Agent
1,3600;29;-1;Wall
1,3600;31;36;Agent
1,3600;34;-1;Wall
1,3600;35;-1;Wall
1,3600;36;-1;Wall
1,3600;19;34;Agent
1,3600;18;23;Agent
1,3600;18;38;Agent
1,3600;14;21;Agent
1,3600;16;27;Agent
1,3800;21;34;Agent
1,3800;24;-1;Wall
1,3800;25;-1;Wall
1,3800;29;-1;Wall
1,3800;31;36;Agent
1,3800;34;-1;Wall
1,3800;35;-1;Wall
1,3800;36;-1;Wall
1,3800;37;-1;Wall
1,3800;19;34;Agent
1,3800;22;29;Agent
1,3800;17;28;Agent
1,3800;14;21;Agent
1,3800;16;27;Agent
1,4000;21;34;Agent
1,4000;24;-1;Wall
1,4000;25;-1;Wall
1,4000;28;31;Agent
1,4000;29;-1;Wall
1,4000;31;36;Agent
1,4000;34;-1;Wall
1,4000;35;-1;Wall
1,4000;36;-1;Wall
1,4000;37;-1;Wall
1,4000;19;34;Agent
1,4000;22;29;Agent
1,4000;17;28;Agent
1,4000;16;27;Agent
1,4200;24;-1;Wall
1,4200;25;-1;Wall
1,4200;28;31;Agent
1,4200;29;-1;Wall
1,4200;31;36;Agent
1,4200;34;-1;Wall
1,4200;35;-1;Wall
1,4200;36;-1;Wall
1,4200;37;-1;Wall
1,4200;19;34;Agent
1,4200;22;29;Agent
1,4200;17;28;Agent
1,4200;15;17;Agent
1,4400;23;32;Agent
1,4400;25;-1;Wall
1,4400;28;31;Agent
1,4400;20;22;Agent
1,4400;29;-1;Wall
1,4400;31;36;Agent
1,4400;34;-1;Wall
1,4400;35;-1;Wall
1,4400;36;-1;Wall
1,4400;37;-1;Wall
1,4400;19;25;Agent
1,4400;19;34;Agent
1,4400;22;29;Agent
1,4400;17;28;Agent
1,4400;7;15;Agent
1,4400;11;19;Agent
1,4400;15;17;Agent
1,4400;40;-1;Wall
1,4600;25;-1;Wall
1,4600;28;31;Agent
1,4600;20;22;Agent
1,4600;29;-1;Wall
1,4600;31;36;Agent
1,4600;32;-1;Wall
1,4600;34;-1;Wall
1,4600;35;-1;Wall
1,4600;36;-1;Wall
1,4600;37;-1;Wall
1,4600;19;25;Agent
1,4600;19;34;Agent
1,4600;22;29;Agent
1,4600;7;15;Agent
1,4600;11;19;Agent
1,4600;15;17;Agent
1,4600;40;-1;Wall
1,4800;21;34;Agent
1,4800;28;31;Agent
1,4800;20;22;Agent
1,4800;29;-1;Wall
1,4800;31;36;Agent
1,4800;32;-1;Wall
1,4800;34;-1;Wall
1,4800;35;-1;Wall
1,4800;36;-1;Wall
1,4800;37;-1;Wall
1,4800;19;25;Agent
1,4800;19;34;Agent
1,4800;22;29;Agent
1,4800;18;35;Agent
1,4800;7;14;Agent
1,4800;7;15;Agent
1,4800;6;16;Agent
1,4800;11;19;Agent
1,4800;13;28;Agent
1,4800;15;17;Agent
1,4800;40;-1;Wall
1,5000;21;34;Agent
1,5000;23;32;Agent
1,5000;20;22;Agent
1,5000;29;-1;Wall
1,5000;31;36;Agent
1,5000;32;-1;Wall
1,5000;34;-1;Wall
1,5000;35;-1;Wall
1,5000;36;-1;Wall
1,5000;19;25;Agent
1,5000;19;34;Agent
1,5000;22;29;Agent
1,5000;17;31;Agent
1,5000;18;35;Agent
1,5000;7;14;Agent
1,5000;7;15;Agent
1,5000;6;16;Agent
1,5000;11;19;Agent
1,5000;13;28;Agent
1,5000;15;17;Agent
1,5000;40;-1;Wall
1,5200;21;34;Agent
1,5200;23;32;Agent
1,5200;20;36;Agent
1,5200;20;22;Agent
1,5200;29;-1;Wall
1,5200;31;36;Agent
1,5200;32;-1;Wall
1,5200;34;-1;Wall
1,5200;35;-1;Wall
1,5200;36;-1;Wall
1,5200;19;34;Agent
1,5200;22;29;Agent
1,5200;17;31;Agent
1,5200;18;35;Agent
1,5200;7;14;Agent
1,5200;7;15;Agent
1,5200;6;16;Agent
1,5200;11;19;Agent
1,5200;13;28;Agent
1,5200;40;-1;Wall
1,5400;23;32;Agent
1,5400;20;36;Agent
1,5400;29;-1;Wall
1,5400;31;36;Agent
1,5400;32;-1;Wall
1,5400;34;-1;Wall
1,5400;35;-1;Wall
1,5400;36;-1;Wall
1,5400;19;34;Agent
1,5400;17;31;Agent
1,5400;18;35;Agent
1,5400;7;14;Agent
1,5400;7;15;Agent
1,5400;13;28;Agent
1,5600;23;32;Agent
1,5600;20;36;Agent
1,5600;29;-1;Wall
1,5600;31;36;Agent
1,5600;32;-1;Wall
1,5600;34;-1;Wall
1,5600;35;-1;Wall
1,5600;36;-1;Wall
1,5600;18;35;Agent
1,5600;14;21;Agent
1,5800;23;28;Agent
1,5800;23;32;Agent
1,5800;31;36;Agent
1,5800;32;-1;Wall
1,5800;34;-1;Wall
1,5800;35;-1;Wall
1,5800;36;-1;Wall
1,5800;17;28;Agent
1,5800;18;35;Agent
1,5800;10;11;Agent
1,5800;14;21;Agent
1,6000;23;28;Agent
1,6000;23;32;Agent
1,6000;25;-1;Wall
1,6000;31;36;Agent
1,6000;32;-1;Wall
1,6000;34;-1;Wall
1,6000;35;-1;Wall
1,6000;36;-1;Wall
1,6000;17;28;Agent
1,6000;18;35;Agent
1,6000;10;11;Agent
1,6000;14;21;Agent
1,6200;23;28;Agent
1,6200;23;32;Agent
1,6200;25;-1;Wall
1,6200;27;-1;Wall
1,6200;31;36;Agent
1,6200;32;-1;Wall
1,6200;34;-1;Wall
1,6200;35;-1;Wall
1,6200;36;-1;Wall
1,6200;19;34;Agent
1,6200;17;28;Agent
1,6200;18;35;Agent
1,6200;10;11;Agent
1,6400;21;34;Agent
1,6400;23;28;Agent
1,6400;25;-1;Wall
1,6400;27;-1;Wall
1,6400;20;36;Agent
1,6400;31;36;Agent
1,6400;34;-1;Wall
1,6400;35;-1;Wall
1,6400;36;-1;Wall
1,6400;37;-1;Wall
1,6400;19;34;Agent
1,6400;17;31;Agent
1,6400;18;35;Agent
1,6600;21;34;Agent
1,6600;23;28;Agent
1,6600;25;-1;Wall
1,6600;27;-1;Wall
1,6600;20;36;Agent
1,6600;31;32;Agent
1,6600;31;36;Agent
1,6600;34;-1;Wall
1,6600;35;-1;Wall
1,6600;36;-1;Wall
1,6600;37;-1;Wall
1,6600;17;31;Agent
1,6600;13;18;Agent
1,6600;16;27;Agent
1,6800;21;34;Agent
1,6800;23;35;Agent
1,6800;25;-1;Wall
1,6800;27;-1;Wall
1,6800;20;36;Agent
1,6800;31;32;Agent
1,6800;31;36;Agent
1,6800;34;-1;Wall
1,6800;35;-1;Wall
1,6800;36;-1;Wall
1,6800;37;-1;Wall
1,6800;17;31;Agent
1,6800;18;38;Agent
1,6800;13;18;Agent
1,6800;16;27;Agent
1,7000;21;34;Agent
1,7000;23;35;Agent
1,7000;25;-1;Wall
1,7000;27;-1;Wall
1,7000;20;36;Agent
1,7000;31;32;Agent
1,7000;31;36;Agent
1,7000;34;-1;Wall
1,7000;35;-1;Wall
1,7000;36;-1;Wall
1,7000;37;-1;Wall
1,7000;19;25;Agent
1,7000;17;31;Agent
1,7000;18;38;Agent
1,7000;16;27;Agent
1,7200;21;34;Agent
1,7200;23;35;Agent
1,7200;24;-1;Wall
1,7200;25;-1;Wall
1,7200;27;-1;Wall
1,7200;20;36;Agent
1,7200;20;22;Agent
1,7200;31;36;Agent
1,7200;34;-1;Wall
1,7200;35;-1;Wall
1,7200;36;-1;Wall
1,7200;37;-1;Wall
1,7200;19;25;Agent
1,7200;19;34;Agent
1,7200;17;31;Agent
1,7200;18;38;Agent
1,7200;14;21;Agent
1,7200;16;27;Agent
1,7400;21;34;Agent
1,7400;23;35;Agent
1,7400;24;-1;Wall
1,7400;25;-1;Wall
1,7400;27;-1;Wall
1,7400;20;36;Agent
1,7400;20;22;Agent
1,7400;31;36;Agent
1,7400;32;-1;Wall
1,7400;34;-1;Wall
1,7400;35;-1;Wall
1,7400;36;-1;Wall
1,7400;37;-1;Wall
1,7400;19;25;Agent
1,7400;19;34;Agent
1,7400;17;31;Agent
1,7400;14;21;Agent
1,7400;15;20;Agent
1,7400;16;27;Agent
1,7600;21;34;Agent
1,7600;23;35;Agent
1,7600;24;-1;Wall
1,7600;25;-1;Wall
1,7600;27;-1;Wall
1,7600;20;36;Agent
1,7600;20;22;Agent
1,7600;31;36;Agent
1,7600;32;-1;Wall
1,7600;34;-1;Wall
1,7600;35;-1;Wall
1,7600;36;-1;Wall
1,7600;19;25;Agent
1,7600;19;34;Agent
1,7600;8;17;Agent
1,7600;14;21;Agent
1,7600;15;20;Agent
1,7600;16;27;Agent
1,7800;21;34;Agent
1,7800;23;35;Agent
1,7800;24;-1;Wall
1,7800;25;-1;Wall
1,7800;27;-1;Wall
1,7800;20;36;Agent
1,7800;31;36;Agent
1,7800;32;-1;Wall
1,7800;34;-1;Wall
1,7800;35;-1;Wall
1,7800;36;-1;Wall
1,7800;19;34;Agent
1,7800;18;35;Agent
1,7800;7;14;Agent
1,7800;8;17;Agent
1,7800;14;21;Agent
1,7800;15;20;Agent
1,7800;16;27;Agent
1,8000;21;34;Agent
1,8000;23;35;Agent
1,8000;24;-1;Wall
1,8000;25;-1;Wall
1,8000;20;36;Agent
1,8000;32;-1;Wall
1,8000;34;-1;Wall
1,8000;35;-1;Wall
1,8000;36;-1;Wall
1,8000;19;25;Agent
1,8000;18;35;Agent
1,8000;7;14;Agent
1,8000;8;17;Agent
1,8000;11;16;Agent
1,8000;14;21;Agent
1,8200;21;34;Agent
1,8200;21;22;Agent
1,8200;24;-1;Wall
1,8200;25;-1;Wall
1,8200;20;36;Agent
1,8200;32;-1;Wall
1,8200;34;-1;Wall
1,8200;35;-1;Wall
1,8200;36;-1;Wall
1,8200;19;25;Agent
1,8200;18;35;Agent
1,8200;7;14;Agent
1,8200;11;16;Agent
1,8200;14;21;Agent
1,8400;21;34;Agent
1,8400;23;32;Agent
1,8400;25;-1;Wall
1,8400;20;36;Agent
1,8400;32;-1;Wall
1,8400;34;-1;Wall
1,8400;35;-1;Wall
1,8400;36;-1;Wall
1,8400;19;25;Agent
1,8400;17;31;Agent
1,8400;4;41;Agent
1,8400;18;35;Agent
1,8400;7;14;Agent
1,8400;10;21;Agent
1,8400;11;16;Agent
1,8400;14;21;Agent
1,8600;21;34;Agent
1,8600;23;32;Agent
1,8600;25;-1;Wall
1,8600;20;36;Agent
1,8600;32;-1;Wall
1,8600;34;-1;Wall
1,8600;35;-1;Wall
1,8600;36;-1;Wall
1,8600;37;-1;Wall
1,8600;19;25;Agent
1,8600;4;14;Agent
1,8600;4;41;Agent
1,8600;18;35;Agent
1,8600;7;14;Agent
1,8600;10;21;Agent
1,8600;13;18;Agent
1,8600;14;21;Agent
1,8800;21;34;Agent
1,8800;23;32;Agent
1,8800;25;-1;Wall
1,8800;20;36;Agent
1,8800;20;22;Agent
1,8800;31;32;Agent
1,8800;32;-1;Wall
1,8800;34;-1;Wall
1,8800;35;-1;Wall
1,8800;36;-1;Wall
1,8800;37;-1;Wall
1,8800;19;25;Agent
1,8800;4;14;Agent
1,8800;4;41;Agent
1,8800;18;35;Agent
1,8800;10;21;Agent
1,8800;13;18;Agent
1,8800;14;21;Agent
1,8800;52;55;Agent
1,8800;53;55;Agent
1,9000;0;45;Agent
1,9000;21;34;Agent
1,9000;25;-1;Wall
1,9000;20;36;Agent
1,9000;20;22;Agent
1,9000;31;32;Agent
1,9000;31;36;Agent
1,9000;32;-1;Wall
1,9000;34;-1;Wall
1,9000;35;-1;Wall
1,9000;36;-1;Wall
1,9000;37;-1;Wall
1,9000;4;14;Agent
1,9000;4;41;Agent
1,9000;18;35;Agent
1,9000;13;18;Agent
1,9000;14;21;Agent
1,9000;52;55;Agent
1,9000;53;55;Agent
1,9200;0;45;Agent
1,9200;21;34;Agent
1,9200;25;-1;Wall
1,9200;20;36;Agent
1,9200;20;22;Agent
1,9200;31;32;Agent
1,9200;31;36;Agent
1,9200;32;-1;Wall
1,9200;34;-1;Wall
1,9200;35;-1;Wall
1,9200;36;-1;Wall
1,9200;37;-1;Wall
1,9200;30;37;Agent
1,9200;4;14;Agent
1,9200;4;41;Agent
1,9200;18;35;Agent
1,9200;13;18;Agent
1,9200;14;21;Agent
1,9200;52;55;Agent
1,9200;53;55;Agent
1,9400;0;45;Agent
1,9400;21;34;Agent
1,9400;21;22;Agent
1,9400;25;-1;Wall
1,9400;20;36;Agent
1,9400;20;22;Agent
1,9400;31;32;Agent
1,9400;31;36;Agent
1,9400;32;-1;Wall
1,9400;34;-1;Wall
1,9400;36;-1;Wall
1,9400;37;-1;Wall
1,9400;30;37;Agent
1,9400;18;35;Agent
1,9400;13;18;Agent
1,9400;14;21;Agent
1,9400;52;55;Agent
1,9400;53;55;Agent
1,9600;0;45;Agent
1,9600;21;34;Agent
1,9600;21;22;Agent
1,9600;25;-1;Wall
1,9600;27;-1;Wall
1,9600;20;36;Agent
1,9600;20;22;Agent
1,9600;31;32;Agent
1,9600;31;36;Agent
1,9600;32;-1;Wall
1,9600;34;-1;Wall
1,9600;36;-1;Wall
1,9600;37;-1;Wall
1,9600;30;37;Agent
1,9600;2;13;Agent
1,9600;18;35;Agent
1,9600;10;11;Agent
1,9600;14;21;Agent
1,9600;52;55;Agent
1,9600;53;55;Agent
1,9800;21;34;Agent
1,9800;21;22;Agent
1,9800;25;-1;Wall
1,9800;27;-1;Wall
1,9800;20;36;Agent
1,9800;20;22;Agent
1,9800;31;32;Agent
1,9800;31;36;Agent
1,9800;32;-1;Wall
1,9800;34;-1;Wall
1,9800;35;-1;Wall
1,9800;36;-1;Wall
1,9800;37;-1;Wall
1,9800;30;37;Agent
1,9800;17;31;Agent
1,9800;2;13;Agent
1,9800;52;55;Agent
1,9800;53;55;Agent
2,0000;21;34;Agent
2,0000;21;22;Agent
2,0000;25;-1;Wall
2,0000;27;-1;Wall
2,0000;20;36;Agent
2,0000;20;22;Agent
2,0000;31;32;Agent
2,0000;31;36;Agent
2,0000;32;-1;Wall
2,0000;34;-1;Wall
2,0000;35;-1;Wall
2,0000;36;-1;Wall
2,0000;37;-1;Wall
2,0000;30;37;Agent
2,0000;19;21;Agent
2,0000;19;25;Agent
2,0000;22;34;Agent
2,0000;17;31;Agent
2,0000;2;13;Agent
2,0000;52;55;Agent
2,0000;53;55;Agent
2,0200;21;34;Agent
2,0200;21;22;Agent
2,0200;25;-1;Wall
2,0200;27;-1;Wall
2,0200;28;32;Agent
2,0200;20;36;Agent
2,0200;20;22;Agent
2,0200;31;32;Agent
2,0200;31;36;Agent
2,0200;32;-1;Wall
2,0200;34;-1;Wall
2,0200;35;-1;Wall
2,0200;36;-1;Wall
2,0200;37;-1;Wall
2,0200;30;37;Agent
2,0200;19;21;Agent
2,0200;19;25;Agent
2,0200;22;34;Agent
2,0200;7;14;Agent
2,0200;14;21;Agent
2,0200;15;31;Agent
2,0200;52;55;Agent
2,0200;53;55;Agent
2,0400;0;2;Agent
2,0400;21;34;Agent
2,0400;21;22;Agent
2,0400;23;-1;Wall
2,0400;25;-1;Wall
2,0400;27;-1;Wall
2,0400;28;32;Agent
2,0400;20;36;Agent
2,0400;20;22;Agent
2,0400;31;32;Agent
2,0400;31;36;Agent
2,0400;32;-1;Wall
2,0400;34;-1;Wall
2,0400;35;-1;Wall
2,0400;36;-1;Wall
2,0400;37;-1;Wall
2,0400;30;37;Agent
2,0400;19;25;Agent
2,0400;22;34;Agent
2,0400;7;14;Agent
2,0400;8;15;Agent
