time;grid_x;grid_z;density
2,020;6;2;1,0000
2,020;-1;6;2,0000
2,020;5;-1;1,0000
2,020;1;6;1,0000
2,020;6;0;1,0000
2,020;5;0;1,0000
2,020;0;6;1,0000
2,020;4;1;1,0000
2,020;3;1;1,0000
2,020;4;-1;1,0000
2,020;1;3;1,0000
4,040;6;0;1,0000
4,040;0;6;2,0000
4,040;6;2;1,0000
4,040;1;7;1,0000
4,040;6;1;1,0000
4,040;5;-1;1,0000
4,040;0;5;1,0000
4,040;4;0;2,0000
4,040;5;1;1,0000
4,040;-2;4;1,0000
4,040;3;1;1,0000
4,040;-1;4;1,0000
4,040;2;0;1,0000
4,040;1;2;1,0000
4,040;2;1;1,0000
4,040;3;0;1,0000
4,040;0;2;1,0000
4,040;1;1;1,0000
4,040;-1;3;1,0000
4,040;0;1;1,0000
4,040;1;0;1,0000
4,040;0;0;1,0000
6,060;5;1;2,0000
6,060;-2;7;1,0000
6,060;6;0;1,0000
6,060;-2;6;1,0000
6,060;5;0;1,0000
6,060;0;6;1,0000
6,060;5;-1;1,0000
6,060;5;2;1,0000
6,060;-1;6;1,0000
6,060;1;4;1,0000
6,060;3;0;1,0000
6,060;4;0;1,0000
6,060;0;4;1,0000
6,060;4;2;1,0000
6,060;0;5;1,0000
6,060;3;1;1,0000
6,060;3;-1;1,0000
6,060;0;2;2,0000
6,060;2;0;1,0000
6,060;2;1;1,0000
6,060;-2;1;2,0000
6,060;1;0;2,0000
6,060;0;1;1,0000
6,060;-1;2;1,0000
6,060;-1;-1;2,0000
6,060;0;0;1,0000
6,060;-1;0;1,0000
6,060;-1;1;2,0000
6,060;-2;0;1,0000
6,060;0;-4;1,0000
8,080;5;1;2,0000
8,080;0;7;1,0000
8,080;1;6;1,0000
8,080;4;0;1,0000
8,080;5;0;1,0000
8,080;1;5;1,0000
8,080;4;2;1,0000
8,080;0;5;1,0000
8,080;4;1;1,0000
8,080;3;1;2,0000
8,080;-1;4;1,0000
8,080;3;0;1,0000
8,080;-2;2;1,0000
8,080;2;0;1,0000
8,080;0;3;2,0000
8,080;1;-1;2,0000
8,080;3;2;1,0000
8,080;-1;3;1,0000
8,080;1;2;1,0000
8,080;0;0;3,0000
8,080;1;0;1,0000
8,080;0;2;1,0000
8,080;2;1;1,0000
8,080;0;1;2,0000
8,080;0;-1;1,0000
8,080;-2;-2;1,0000
8,080;-1;-1;1,0000
8,080;-3;1;1,0000
8,080;-1;1;1,0000
8,080;-5;-1;1,0000
8,080;0;-4;1,0000
8,080;-5;0;1,0000
8,080;-1;0;1,0000
8,080;-1;-4;1,0000
8,080;-3;0;1,0000
8,080;-2;0;1,0000
8,080;-5;1;1,0000
10,100;5;1;1,0000
10,100;-2;6;1,0000
10,100;5;0;2,0000
