time;evacuated_count
0,780;1
1,120;2
1,480;3
1,740;4
1,940;5
2,140;6
2,480;7
3,300;8
3,500;9
3,680;10
3,900;11
4,560;12
5,060;13
5,220;14
5,680;15
5,940;16
6,140;17
6,420;18
6,540;19
6,700;20
7,000;21
7,580;22
7,760;23
8,060;24
8,320;25
8,540;26
9,160;27
9,840;28
10,180;29
10,560;30
11,120;31
11,360;32
11,620;33
12,160;34
12,320;35
12,540;36
12,780;37
13,140;38
13,800;39
14,160;40
14,880;41
15,180;42
15,480;43
16,300;44
16,820;45
17,080;46
17,660;47
18,100;48
18,600;49
19,000;50
19,500;51
19,760;52
20,160;53
20,480;54
20,920;55
21,260;56
21,580;57
21,880;58
22,220;59
22,540;60
23,080;61
23,600;62
24,320;63
24,740;64
25,200;65
25,680;66
26,440;67
26,640;68
27,140;69
27,480;70
27,940;71
28,240;72
28,780;73
29,540;74
30,020;75
30,480;76
31,540;77
32,200;78
32,720;79
33,340;80
34,260;81
34,900;82
35,760;83
36,480;84
37,520;85
38,800;86
39,600;87
40,460;88
42,220;89
43,340;90
45,080;91
47,260;92
55,320;93
