metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_14
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;189,22
rset_95s;167
rset_90s;156,5
rset_50s;91,9
mean_speed_ms;1,0579
std_speed_ms;0,3047
max_speed_ms;2,0504
mean_exit_density_pm2;0,1853
peak_exit_density_pm2;0,5968
mean_global_density_pm2;0,075
specific_flow_mean_pms;0,1896
specific_flow_peak_pms;0,7373
throughput_ps;3,2079
throughput_Exit_West_ps;1,485
throughput_Exit_South_ps;1,7229
collisions_agent_agent;51
collisions_agent_wall;400
mean_headway_m;0,6287
min_headway_m;0,3652
std_headway_m;0,1378
