metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_05
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;182,86
rset_95s;166,14
rset_90s;153,8
rset_50s;90,2
mean_speed_ms;1,1596
std_speed_ms;0,2939
max_speed_ms;2,18
mean_exit_density_pm2;0,1699
peak_exit_density_pm2;0,5173
mean_global_density_pm2;0,0798
specific_flow_mean_pms;0,2121
specific_flow_peak_pms;0,6264
throughput_ps;3,3195
throughput_Exit_West_ps;1,5258
throughput_Exit_South_ps;1,7937
collisions_agent_agent;556
collisions_agent_wall;175
mean_headway_m;0,5391
min_headway_m;0,3083
std_headway_m;0,1539
