metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_24
total_agents;606
rset_100s;149,6
rset_95s;135,38
rset_90s;123,13
rset_50s;66,76
mean_speed_ms;0,8648
std_speed_ms;0,4232
max_speed_ms;2,3062
mean_exit_density_pm2;0,2964
peak_exit_density_pm2;0,7162
mean_global_density_pm2;0,7107
specific_flow_mean_pms;0,2217
specific_flow_peak_pms;0,6006
throughput_ps;4,0508
throughput_Exit_West_ps;2,1324
throughput_Exit_South_ps;1,9185
collisions_agent_agent;17
collisions_agent_wall;338
mean_headway_m;0,782
min_headway_m;0,3834
std_headway_m;0,1914
