metric;value
model_type;SFM
scenario_id;NarrowDoor
run_id;LC_001_SFM_cal_12
total_agents;93
rset_100s;50,930
rset_95s;41,000
rset_90s;36,660
rset_50s;17,470
mean_speed_ms;0,2351
std_speed_ms;0,2813
max_speed_ms;2,0078
mean_exit_density_pm2;4,2512
peak_exit_density_pm2;8,9127
mean_global_density_pm2;1,9272
specific_flow_mean_pms;1,8198
specific_flow_peak_pms;6,3558
throughput_ps;1,8260
throughput_ExitZone_ps;1,8260
collisions_agent_agent;22419
collisions_agent_wall;27822
mean_headway_m;0,4312
min_headway_m;0,3120
std_headway_m;0,0675
