metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_007_SFM_cal_23
total_agents;606
rset_100s;147,62
rset_95s;134,2
rset_90s;123,47
rset_50s;67,43
mean_speed_ms;0,884
std_speed_ms;0,4202
max_speed_ms;2,1
mean_exit_density_pm2;0,3203
peak_exit_density_pm2;0,756
mean_global_density_pm2;0,7205
specific_flow_mean_pms;0,2395
specific_flow_peak_pms;0,6647
throughput_ps;4,1051
throughput_Exit_West_ps;2,2016
throughput_Exit_South_ps;1,9035
collisions_agent_agent;15
collisions_agent_wall;259
mean_headway_m;0,7432
min_headway_m;0,3928
std_headway_m;0,1873
