time;evacuated_count
0,840;1
1,140;2
1,460;3
1,620;4
1,900;5
2,300;6
2,820;7
2,940;8
3,240;9
3,600;10
3,820;11
4,280;12
4,300;13
4,820;14
5,280;15
5,500;16
5,960;17
6,440;18
6,880;19
7,040;20
7,380;21
7,760;22
8,140;23
8,780;24
9,260;25
9,440;26
9,780;27
10,680;28
11,160;29
11,300;30
11,680;31
12,240;32
12,480;33
12,900;34
13,280;35
13,460;36
13,900;37
14,400;38
14,880;39
15,400;40
16,040;41
16,420;42
16,740;43
17,040;44
17,560;45
17,560;46
18,160;47
18,580;48
18,740;49
19,120;50
19,600;51
20,060;52
20,880;53
21,420;54
21,540;55
22,020;56
22,480;57
23,100;58
23,320;59
23,840;60
24,100;61
24,360;62
24,760;63
25,080;64
25,460;65
25,920;66
26,040;67
27,120;68
27,660;69
28,100;70
29,000;71
29,560;72
30,060;73
30,220;74
30,580;75
30,820;76
31,200;77
31,620;78
32,060;79
32,600;80
33,180;81
33,640;82
34,160;83
34,480;84
34,940;85
35,420;86
35,820;87
36,480;88
36,900;89
37,380;90
37,840;91
38,280;92
38,720;93
