metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_run19
total_agents;607
evacuated_agents;607
evacuation_rate;1,0000
rset_100s;191,000
rset_95s;165,660
rset_90s;156,380
rset_50s;90,300
mean_speed_ms;1,1221
std_speed_ms;0,3115
max_speed_ms;2,2218
mean_exit_density_pm2;0,1680
peak_exit_density_pm2;0,4775
mean_global_density_pm2;0,0794
specific_flow_mean_pms;0,2033
specific_flow_peak_pms;0,5825
throughput_ps;3,1780
throughput_Exit_West_ps;1,4607
throughput_Exit_South_ps;1,7173
collisions_agent_agent;23
collisions_agent_wall;24
mean_headway_m;0,5690
min_headway_m;0,3422
std_headway_m;0,1409
