time;agentId;headwayDistance;headwayVelocity
0,2600;21;0,4346;0,0000
0,2600;26;0,3837;0,0000
0,2600;29;0,3978;1,3254
0,2600;31;0,3958;0,7067
0,2600;33;0,4321;1,2621
0,2600;34;0,3978;1,2621
0,2600;36;0,4418;0,7291
0,5200;21;0,4530;0,0000
0,5200;26;0,4181;1,2761
0,5200;20;0,4138;0,0000
0,5200;29;0,4404;1,2790
0,5200;31;0,3899;0,0000
0,5200;33;0,4404;1,4926
0,5200;34;0,5978;1,4926
0,5200;36;0,4723;1,2790
0,5200;22;0,4493;0,0000
0,7800;21;0,4643;1,2527
0,7800;26;0,4585;0,8215
0,7800;20;0,4647;1,3922
0,7800;29;0,4062;0,2902
0,7800;31;0,3591;0,8215
0,7800;33;0,4724;0,8215
0,7800;34;0,4062;1,4135
0,7800;36;0,3591;1,2527
0,7800;22;0,4641;1,5089
0,7800;14;0,4643;1,2678
0,7800;15;0,4550;0,0000
1,0400;21;0,4375;1,1250
1,0400;26;0,3642;1,2333
1,0400;20;0,3849;0,5248
1,0400;29;0,3642;1,4999
1,0400;31;0,3682;0,0000
1,0400;36;0,3894;0,5248
1,0400;22;0,4512;1,1221
1,0400;17;0,4507;0,0000
1,0400;7;0,5096;1,1250
1,0400;14;0,4375;0,9716
1,0400;15;0,4350;1,1221
1,3000;21;0,4070;0,0000
1,3000;20;0,3808;0,5880
1,3000;29;0,3680;0,5880
1,3000;31;0,3798;0,6267
1,3000;36;0,3798;0,4090
1,3000;22;0,3680;0,5278
1,3000;17;0,3992;0,8575
1,3000;7;0,4135;0,6789
1,3000;8;0,3992;0,4067
1,3000;14;0,3899;0,5880
1,3000;15;0,4182;0,9315
1,5600;21;0,3927;0,1053
1,5600;20;0,3905;0,3762
1,5600;29;0,3927;0,3789
1,5600;31;0,3744;0,3762
1,5600;36;0,3744;0,5256
1,5600;22;0,3779;0,3762
1,5600;17;0,4048;0,1901
1,5600;1;0,4200;0,3809
1,5600;7;0,3976;0,0000
1,5600;8;0,3836;0,0000
1,5600;14;0,3996;0,3809
1,5600;15;0,3963;0,3911
1,8200;21;0,4175;0,0679
1,8200;20;0,3865;0,2920
1,8200;29;0,3912;0,9879
1,8200;31;0,3845;0,0000
1,8200;36;0,4066;0,3957
1,8200;17;0,4072;0,2920
1,8200;1;0,3911;0,0000
1,8200;4;0,4676;0,0000
1,8200;7;0,4235;0,2063
1,8200;8;0,4250;0,0000
1,8200;14;0,3912;0,0679
1,8200;15;0,4053;0,3957
2,0800;21;0,3986;0,8200
2,0800;20;0,3350;0,2983
2,0800;29;0,3922;0,4545
2,0800;31;0,3350;0,5368
2,0800;17;0,4072;0,5368
2,0800;1;0,4338;0,7479
2,0800;4;0,4439;0,6536
2,0800;7;0,3986;0,2824
2,0800;8;0,3761;0,7479
2,0800;14;0,3922;0,1369
2,0800;15;0,3426;0,5368
2,3400;0;0,3956;0,5293
2,3400;21;0,3700;0,3702
2,3400;20;0,3641;0,3786
2,3400;29;0,3700;0,3762
2,3400;31;0,3732;0,5093
2,3400;17;0,3923;0,1257
2,3400;1;0,4158;0,3786
2,3400;4;0,3937;0,6536
2,3400;7;0,3933;0,3762
2,3400;8;0,3905;0,3786
2,3400;14;0,3850;0,5093
2,3400;15;0,3641;0,5093
2,3400;42;0,4229;0,3809
2,6000;0;0,4101;0,0000
2,6000;21;0,4049;0,0000
2,6000;20;0,3777;0,7052
2,6000;29;0,3777;1,4329
2,6000;31;0,3900;0,4934
2,6000;17;0,3900;0,2473
2,6000;1;0,3891;0,4955
2,6000;4;0,3891;0,7508
2,6000;7;0,3989;0,6642
2,6000;8;0,4118;0,1799
2,6000;15;0,3924;0,4934
2,6000;42;0,4118;0,4612
2,8600;0;0,4126;0,0000
2,8600;21;0,3863;0,4232
2,8600;29;0,4044;0,4232
2,8600;31;0,3290;1,0692
2,8600;17;0,3809;1,0692
2,8600;1;0,4311;0,7142
2,8600;4;0,4109;0,0000
2,8600;7;0,3461;1,0692
2,8600;8;0,4185;0,4557
2,8600;15;0,3290;0,7036
2,8600;41;0,4652;0,4722
2,8600;42;0,4227;0,0000
3,1200;0;0,3717;0,7999
3,1200;29;0,3738;0,0932
3,1200;32;0,3920;0,6572
3,1200;34;0,4022;0,4435
3,1200;17;0,3700;0,0932
3,1200;1;0,4099;0,0932
3,1200;2;0,3849;0,2967
3,1200;4;0,3723;0,6934
3,1200;7;0,4162;0,0932
3,1200;8;0,3717;0,2967
3,1200;15;0,3700;1,1479
3,1200;41;0,4458;0,0000
3,1200;42;0,4149;0,0000
3,1200;44;0,3723;0,7320
3,3800;0;0,3609;0,1731
3,3800;29;0,3466;0,6497
3,3800;32;0,4042;0,1731
