time;evacuated_count
3,940;1
5,020;2
5,480;3
6,180;4
6,320;5
7,020;6
7,080;7
7,200;8
7,460;9
8,360;10
8,440;11
8,620;12
9,000;13
9,440;14
9,800;15
10,840;16
11,120;17
11,980;18
13,160;19
13,500;20
13,960;21
14,200;22
14,200;23
14,980;24
15,420;25
15,620;26
16,600;27
16,980;28
17,200;29
17,420;30
17,820;31
18,360;32
18,420;33
18,800;34
18,880;35
19,920;36
19,940;37
20,220;38
21,020;39
22,360;40
22,400;41
22,780;42
23,320;43
23,740;44
23,860;45
24,500;46
24,720;47
25,780;48
26,220;49
26,560;50
26,760;51
27,100;52
27,540;53
28,100;54
28,220;55
28,440;56
28,600;57
28,680;58
28,820;59
29,080;60
29,900;61
30,680;62
30,980;63
33,740;64
33,960;65
34,020;66
38,240;67
39,280;68
