metric;value
model_type;SFM
scenario_id;Crossing90
run_id;D_003_SFM_cal_10
total_agents;607
evacuated_agents;607
evacuation_rate;1
rset_100s;183,68
rset_95s;165,18
rset_90s;153,62
rset_50s;89,62
mean_speed_ms;1,1417
std_speed_ms;0,2941
max_speed_ms;2,0894
mean_exit_density_pm2;0,1727
peak_exit_density_pm2;0,4377
mean_global_density_pm2;0,0794
specific_flow_mean_pms;0,2156
specific_flow_peak_pms;0,6131
throughput_ps;3,3047
throughput_Exit_West_ps;1,5189
throughput_Exit_South_ps;1,7857
collisions_agent_agent;255
collisions_agent_wall;134
mean_headway_m;0,5616
min_headway_m;0,3191
std_headway_m;0,1615
