metric;value
model_type;SFM
scenario_id;NarrowDoor
run_id;LC_001_SFM_cal_01
total_agents;93
evacuated_agents;93
evacuation_rate;1,0000
rset_100s;71,240
rset_95s;55,540
rset_90s;44,160
rset_50s;17,860
mean_speed_ms;0,3729
std_speed_ms;0,3062
max_speed_ms;2,0217
mean_exit_density_pm2;3,3092
peak_exit_density_pm2;7,6394
mean_global_density_pm2;0,4041
specific_flow_mean_pms;1,5412
specific_flow_peak_pms;6,2443
throughput_ps;1,3054
throughput_ExitZone_ps;1,3054
collisions_agent_agent;247
collisions_agent_wall;565
mean_headway_m;0,4883
min_headway_m;0,3251
std_headway_m;0,0924
