metric;value
model_type;RL
scenario_id;NarrowDoor
run_id;LC_001_RL_run_4
total_agents;93
evacuated_agents;93
evacuation_rate;1,0000
rset_100s;37,620
rset_95s;35,080
rset_90s;32,240
rset_50s;18,240
mean_speed_ms;0,3244
std_speed_ms;0,2905
max_speed_ms;1,8658
mean_exit_density_pm2;3,9897
peak_exit_density_pm2;7,6394
mean_global_density_pm2;0,5412
specific_flow_mean_pms;1,9585
specific_flow_peak_pms;4,5057
throughput_ps;2,4721
throughput_ExitZone_ps;2,4721
collisions_agent_agent;11994
collisions_agent_wall;988
mean_headway_m;0,3977
min_headway_m;0,3196
std_headway_m;0,0674
