time;evacuated_count
3,240;1
4,160;2
4,780;3
4,820;4
5,460;5
6,180;6
6,960;7
7,620;8
8,100;9
8,920;10
9,300;11
9,360;12
9,780;13
10,420;14
10,640;15
10,940;16
11,320;17
13,400;18
14,100;19
15,020;20
15,220;21
15,500;22
15,560;23
15,900;24
16,000;25
16,220;26
17,440;27
18,180;28
18,420;29
18,780;30
19,920;31
19,960;32
20,660;33
21,080;34
21,540;35
21,820;36
22,260;37
22,540;38
22,760;39
22,980;40
23,360;41
24,300;42
24,720;43
25,000;44
25,280;45
26,960;46
27,520;47
27,840;48
28,360;49
28,700;50
29,080;51
29,300;52
29,720;53
29,820;54
30,280;55
30,460;56
30,740;57
31,300;58
31,620;59
32,580;60
33,100;61
33,160;62
33,520;63
34,160;64
35,420;65
37,160;66
37,500;67
44,100;68
