time;agentIdA;agentIdB;type
0,0000;3;-1;Wall
0,0000;16;-1;Wall
0,0000;22;-1;Wall
0,0000;34;-1;Wall
0,0000;53;-1;Wall
0,0000;56;-1;Wall
0,0200;3;-1;Wall
0,0200;16;-1;Wall
0,0200;16;-1;Wall
0,0200;22;-1;Wall
0,0200;34;-1;Wall
0,0200;53;-1;Wall
0,0400;3;-1;Wall
0,0400;22;-1;Wall
0,0400;34;-1;Wall
0,0600;22;-1;Wall
0,0600;34;-1;Wall
0,0800;22;-1;Wall
0,0800;34;-1;Wall
0,1000;34;-1;Wall
0,1200;34;-1;Wall
0,1400;34;-1;Wall
0,1600;34;-1;Wall
0,1800;34;-1;Wall
0,2000;34;-1;Wall
0,2200;34;-1;Wall
0,2800;56;-1;Wall
0,3000;56;-1;Wall
0,3200;56;-1;Wall
0,3400;56;-1;Wall
0,3600;2;-1;Wall
0,3600;56;-1;Wall
0,3800;56;-1;Wall
0,4000;56;-1;Wall
0,4200;56;-1;Wall
0,4400;56;-1;Wall
0,4600;56;-1;Wall
0,4800;56;-1;Wall
0,5000;56;-1;Wall
0,5200;42;-1;Wall
0,5200;56;-1;Wall
0,5400;42;-1;Wall
0,5400;56;-1;Wall
0,5600;56;-1;Wall
0,5800;42;-1;Wall
0,6600;42;-1;Wall
0,6800;42;-1;Wall
0,7000;42;-1;Wall
0,7200;42;-1;Wall
0,7400;56;-1;Wall
0,7800;42;-1;Wall
0,7800;42;46;Agent
0,7800;56;-1;Wall
0,8000;42;-1;Wall
0,8000;42;46;Agent
0,8200;42;-1;Wall
0,8200;42;46;Agent
0,8400;42;-1;Wall
0,8400;42;46;Agent
0,8400;56;-1;Wall
0,8600;42;-1;Wall
0,8600;42;46;Agent
0,8800;42;-1;Wall
0,9000;39;-1;Wall
1,0200;37;-1;Wall
1,6600;31;-1;Wall
1,6800;31;-1;Wall
1,7000;31;-1;Wall
1,7200;31;-1;Wall
1,7400;31;-1;Wall
1,7600;31;-1;Wall
1,7800;31;-1;Wall
1,8000;31;-1;Wall
1,8200;31;-1;Wall
1,8400;31;-1;Wall
1,8600;31;-1;Wall
1,8800;31;-1;Wall
1,9000;1;-1;Wall
1,9000;31;-1;Wall
1,9200;31;-1;Wall
1,9400;31;-1;Wall
1,9400;51;-1;Wall
1,9600;31;-1;Wall
1,9600;49;51;Agent
1,9600;51;-1;Wall
1,9800;31;-1;Wall
1,9800;49;51;Agent
1,9800;51;-1;Wall
2,0000;31;-1;Wall
2,0000;49;51;Agent
2,0000;51;-1;Wall
2,0200;31;-1;Wall
2,0200;49;51;Agent
2,0200;51;-1;Wall
2,0400;31;-1;Wall
2,0600;31;-1;Wall
2,0800;31;-1;Wall
2,1000;31;-1;Wall
2,1000;66;-1;Wall
2,1200;31;-1;Wall
2,1400;31;-1;Wall
2,1400;66;-1;Wall
2,1600;31;-1;Wall
2,1800;31;-1;Wall
2,1800;47;49;Agent
2,1800;51;-1;Wall
2,1800;66;-1;Wall
2,2000;31;-1;Wall
2,2000;47;49;Agent
2,2000;51;-1;Wall
2,2000;66;-1;Wall
2,2200;31;-1;Wall
2,2200;47;49;Agent
2,2200;51;-1;Wall
2,2200;66;-1;Wall
2,2400;31;-1;Wall
2,2400;47;49;Agent
2,2400;66;-1;Wall
2,2600;21;-1;Wall
2,2600;31;-1;Wall
2,2600;47;49;Agent
2,2600;51;-1;Wall
2,2800;21;-1;Wall
2,2800;31;-1;Wall
2,3000;31;-1;Wall
2,3000;51;-1;Wall
2,3200;21;-1;Wall
2,3200;31;-1;Wall
2,3200;51;-1;Wall
2,3400;21;-1;Wall
2,3400;31;-1;Wall
2,3600;31;-1;Wall
2,3600;51;-1;Wall
2,3800;31;-1;Wall
2,4000;31;-1;Wall
2,4200;31;-1;Wall
2,4400;31;-1;Wall
2,4400;51;-1;Wall
2,4600;31;-1;Wall
2,4600;51;-1;Wall
2,4800;31;-1;Wall
2,5000;31;-1;Wall
2,5200;31;-1;Wall
2,5400;31;-1;Wall
2,5600;31;-1;Wall
2,5800;31;-1;Wall
2,6000;31;-1;Wall
2,6200;31;-1;Wall
2,6400;31;-1;Wall
2,6600;31;-1;Wall
2,6800;31;-1;Wall
2,7000;31;-1;Wall
2,7200;31;-1;Wall
2,7400;31;-1;Wall
2,7600;31;-1;Wall
2,7800;31;-1;Wall
2,8000;31;-1;Wall
2,8000;67;-1;Wall
2,8200;31;-1;Wall
2,8200;67;-1;Wall
2,8400;2;38;Agent
2,8400;67;-1;Wall
2,8600;2;38;Agent
2,8600;31;-1;Wall
2,8800;2;38;Agent
2,8800;10;-1;Wall
2,8800;31;-1;Wall
2,8800;51;-1;Wall
2,9000;2;38;Agent
2,9000;10;-1;Wall
2,9000;23;-1;Wall
2,9000;31;-1;Wall
2,9200;2;38;Agent
2,9200;23;-1;Wall
