SFMvsRL_RMSE;SFM_final_mean;SFM_final_sd;SFM_half_mean;RL_final_mean;RL_final_sd;RL_half_mean;SFMvsRL_curve_RMSE
0,5254;56,7500;2,1734;56,7350;67,6500;0,6708;67,6500;11,2018
