time;evacuated_count
0,760;1
1,460;2
1,660;3
2,380;4
2,800;5
3,260;6
3,820;7
3,940;8
4,140;9
4,360;10
4,660;11
5,140;12
5,180;13
5,440;14
5,560;15
5,720;16
5,980;17
6,180;18
6,640;19
6,960;20
7,160;21
7,540;22
8,020;23
8,200;24
8,500;25
8,620;26
8,780;27
9,040;28
9,100;29
9,500;30
9,940;31
10,140;32
10,480;33
10,500;34
10,740;35
11,180;36
11,720;37
12,060;38
12,380;39
12,560;40
12,880;41
13,120;42
13,360;43
13,640;44
13,880;45
14,240;46
14,500;47
14,700;48
14,980;49
15,400;50
15,700;51
15,980;52
16,200;53
16,640;54
16,820;55
17,220;56
17,500;57
17,800;58
18,180;59
18,560;60
18,820;61
19,260;62
19,620;63
20,060;64
20,340;65
20,780;66
21,540;67
22,060;68
22,980;69
23,340;70
24,020;71
24,420;72
24,840;73
25,120;74
25,960;75
26,880;76
27,580;77
27,960;78
28,300;79
28,640;80
29,160;81
29,780;82
30,300;83
30,860;84
32,240;85
33,020;86
33,660;87
34,580;88
35,480;89
36,280;90
38,100;91
39,420;92
40,780;93
