time;evacuated_count
11,500;1
11,900;2
12,460;3
13,180;4
14,520;5
14,760;6
14,980;7
15,140;8
15,160;9
15,180;10
15,320;11
15,480;12
15,520;13
15,700;14
15,920;15
16,280;16
17,100;17
17,680;18
17,700;19
17,820;20
18,220;21
18,500;22
18,720;23
19,080;24
20,360;25
20,520;26
21,260;27
21,320;28
21,320;29
21,900;30
22,140;31
22,220;32
22,500;33
23,300;34
23,620;35
23,900;36
24,000;37
24,840;38
25,480;39
25,920;40
25,960;41
26,160;42
26,240;43
26,400;44
26,700;45
26,900;46
27,380;47
27,680;48
28,100;49
28,140;50
28,200;51
28,220;52
28,460;53
28,760;54
29,180;55
30,120;56
30,680;57
30,800;58
31,140;59
31,180;60
31,240;61
31,560;62
31,680;63
31,780;64
32,060;65
32,440;66
33,100;67
33,500;68
33,860;69
34,200;70
34,540;71
34,920;72
35,000;73
35,020;74
35,240;75
35,360;76
35,500;77
35,680;78
35,680;79
36,080;80
36,080;81
36,500;82
36,880;83
37,400;84
37,460;85
37,680;86
37,760;87
38,080;88
38,080;89
38,460;90
38,460;91
38,720;92
38,900;93
39,900;94
40,000;95
40,080;96
40,200;97
40,640;98
40,780;99
41,000;100
41,520;101
41,560;102
41,940;103
42,120;104
42,340;105
42,780;106
42,860;107
43,100;108
43,420;109
43,700;110
44,060;111
44,180;112
44,260;113
44,400;114
44,640;115
44,760;116
45,100;117
45,300;118
45,400;119
45,960;120
46,020;121
46,400;122
46,680;123
47,020;124
47,360;125
47,860;126
48,520;127
48,820;128
49,000;129
49,060;130
49,260;131
49,480;132
49,920;133
49,940;134
50,080;135
50,140;136
50,300;137
50,460;138
50,940;139
51,040;140
51,300;141
51,740;142
51,940;143
52,040;144
52,340;145
52,360;146
52,440;147
52,720;148
52,920;149
53,060;150
53,240;151
53,580;152
53,940;153
54,180;154
54,480;155
54,520;156
54,820;157
55,020;158
55,600;159
55,800;160
56,080;161
56,120;162
56,360;163
56,840;164
56,940;165
57,200;166
57,320;167
57,480;168
57,640;169
